pair_id,exp_type,proxy_model,target_model,source_human_label,target_human_label,proxy_revision,target_revision,proxy_tap_status,proxy_tap_path,phase,batch_id,source_image_ids,target_reference_ids,lambda,cka_target_weight,seed,steps,clean_valid_count,targeted_hit_count,tasr_percent,untargeted_hit_count,asr_percent,proxy_target_nll,proxy_target_probability,proxy_target_hit_count,proxy_target_hit_denominator,proxy_target_all_hit,proxy_min_target_logit_margin,proxy_min_target_probability,proxy_free_target_hit_count,proxy_max_other_probability,proxy_target_probability_margin,proxy_classification_ce,proxy_margin_loss,loss_cka,loss_total,cka_clean_reference,cka_adv_source,cka_adv_reference,reference_cka_gain,source_cka_drop,proxy_representation_shift,grad_ml_l1,grad_cka_weighted_l1,grad_component_cosine,linf_float,linf_png,elapsed_seconds,peak_allocated_vram_gb,peak_reserved_vram_gb,status,failure_reason
P19,Intra-Family,google/gemma-4-E2B-it,google/gemma-4-E4B-it,8,7,3e22461f65e89153144f8adb70e3b8c2cc9845a7,ee0ef6023621cff504d758262d4e04895a5af4a2,validated,model.embed_vision,scale_8,00,val/n03930630/ILSVRC2012_val_00025131.JPEG|val/n03930630/ILSVRC2012_val_00015879.JPEG|val/n03930630/ILSVRC2012_val_00035897.JPEG|val/n03930630/ILSVRC2012_val_00026503.JPEG|val/n03930630/ILSVRC2012_val_00025354.JPEG|val/n03930630/ILSVRC2012_val_00039508.JPEG|val/n03930630/ILSVRC2012_val_00037136.JPEG|val/n03930630/ILSVRC2012_val_00049612.JPEG,train/n03417042/n03417042_10046.JPEG|train/n03417042/n03417042_3868.JPEG|train/n03417042/n03417042_1031.JPEG|train/n03417042/n03417042_2103.JPEG|train/n03417042/n03417042_6187.JPEG|train/n03417042/n03417042_5236.JPEG|train/n03417042/n03417042_11994.JPEG|train/n03417042/n03417042_10754.JPEG,0.5,4.0,42,100,8,0,0.0,3,37.5,0.0007194125792011619,0.9945443868637085,8,8,True,3.5004241466522217,0.9683083295822144,8,0.004749075509607792,0.9897953271865845,0.0055220238864421844,0.006167712155729532,-1.5131402015686035,-0.7448803782463074,0.38179928064346313,0.5720305442810059,0.5212926864624023,0.1394934058189392,0.42796945571899414,0.5674628615379333,0.04252735897898674,8.137334225466475e-05,-0.0024109110236167908,0.0627451092004776,0.0627451241016388,541.2784336650075,11.271032333374023,11.376953125,ok,
