pair_id,image_id,query_kind,local_cka,local_null_mean,local_null_std,local_cka_excess,local_cka_normalized,local_z_score,local_empirical_p_value,local_null_exceedance_count,local_permutations_evaluated,query_in_calibration,excluded_calibration_indices,neighbor_indices
P16,val/n03930630/ILSVRC2012_val_00037136.JPEG,clean,0.9654033780097961,0.7409307724237442,0.0516140783347291,0.22447260558605198,0.8664580030832859,4.349057715034565,0.000999000999000999,0,1000,0,,28|35|8|39|38|37|20|25
P16,val/n03930630/ILSVRC2012_val_00049612.JPEG,clean,0.9689527153968811,0.806840058684349,0.03657995412103426,0.16211265671253206,0.8392664421429742,4.431734828757311,0.000999000999000999,0,1000,0,,39|15|37|18|35|12|48|26
P16,val/n03930630/ILSVRC2012_val_00010012.JPEG,clean,0.981505811214447,0.7061959034800529,0.059874362398852674,0.2753099077343941,0.9370526517342234,4.5981267558294645,0.000999000999000999,0,1000,0,,39|35|20|17|37|12|18|19
P19,val/n03930630/ILSVRC2012_val_00015879.JPEG,clean,0.9983283877372742,0.8107893074154854,0.038711833941229776,0.1875390803217888,0.9911653393373677,4.8444896877399435,0.000999000999000999,0,1000,0,,17|19|2|18|22|11|45|14
P19,val/n03930630/ILSVRC2012_val_00035897.JPEG,clean,0.9985877871513367,0.77705341142416,0.042585928727387895,0.2215343757271767,0.9936656898063146,5.202055757555978,0.000999000999000999,0,1000,0,,18|39|35|20|17|22|4|28
P19,val/n03930630/ILSVRC2012_val_00026503.JPEG,clean,0.9992846846580505,0.8863638453483581,0.022974341597972556,0.11292083930969243,0.9937052134143196,4.915084892776971,0.000999000999000999,0,1000,0,,31|37|12|45|10|19|27|14
P19,val/n03930630/ILSVRC2012_val_00025354.JPEG,clean,0.997622549533844,0.7740543164610862,0.04443617353938456,0.22356823307275775,0.9894777787788694,5.031221531138484,0.000999000999000999,0,1000,0,,18|35|17|2|4|19|39|48
P19,val/n03930630/ILSVRC2012_val_00039508.JPEG,clean,0.9984666109085083,0.8222980820536614,0.03370299250588556,0.1761685288548469,0.9913710042681996,5.227088627933635,0.000999000999000999,0,1000,0,,35|39|37|18|17|22|26|28
P19,val/n03930630/ILSVRC2012_val_00037136.JPEG,clean,0.997808575630188,0.817471055328846,0.03527793278839154,0.18033752030134198,0.9879940993810045,5.111907247600499,0.000999000999000999,0,1000,0,,35|39|8|37|28|38|18|41
P19,val/n03930630/ILSVRC2012_val_00049612.JPEG,clean,0.9978322386741638,0.8642240384817124,0.026817887129303056,0.13360820019245145,0.9840342774847947,4.98205542995451,0.000999000999000999,0,1000,0,,39|15|0|18|48|40|2|4
P19,val/n03930630/ILSVRC2012_val_00010012.JPEG,clean,0.9974738359451294,0.8116680322885513,0.03813598083151847,0.18580580365657806,0.9865866422702011,4.872191552577403,0.000999000999000999,0,1000,0,,35|17|39|18|19|20|22|37
P20,val/n03930630/ILSVRC2012_val_00015879.JPEG,clean,0.9778088927268982,0.7254847760796547,0.052042113866748216,0.2523241166472435,0.9191625624393753,4.848460177718943,0.000999000999000999,0,1000,0,,17|19|39|18|35|24|37|20
P20,val/n03930630/ILSVRC2012_val_00035897.JPEG,clean,0.9778088927268982,0.7258617118000984,0.05190200964752636,0.2519471809267998,0.9190514122678112,4.854285655561462,0.000999000999000999,0,1000,0,,39|19|35|20|17|37|24|18
P20,val/n03930630/ILSVRC2012_val_00026503.JPEG,clean,0.9838448762893677,0.7290219439268112,0.05447725218423575,0.2548229323625565,0.9403821698895465,4.677602524825865,0.000999000999000999,0,1000,0,,35|20|37|39|19|28|17|11
P20,val/n03930630/ILSVRC2012_val_00025354.JPEG,clean,0.9767522215843201,0.6333840021193028,0.07535485385323909,0.3433682194650173,0.9365882052336266,4.556683503543916,0.000999000999000999,0,1000,0,,35|39|37|17|38|19|8|18
P20,val/n03930630/ILSVRC2012_val_00039508.JPEG,clean,0.9792488217353821,0.7110368237495422,0.053802328237844525,0.26821199798583983,0.9281874648047476,4.985137386622976,0.000999000999000999,0,1000,0,,37|35|39|19|17|20|8|28
P20,val/n03930630/ILSVRC2012_val_00037136.JPEG,clean,0.9729267358779907,0.8051311483383179,0.040256461336366164,0.16779558753967283,0.861069309480963,4.168165357050214,0.000999000999000999,0,1000,0,,35|37|8|38|39|28|18|22
P20,val/n03930630/ILSVRC2012_val_00049612.JPEG,clean,0.9741018414497375,0.8095298111438751,0.03781738486922086,0.16457203030586243,0.8640303834117312,4.351755968187153,0.000999000999000999,0,1000,0,,39|37|35|8|15|38|18|48
P20,val/n03930630/ILSVRC2012_val_00010012.JPEG,clean,0.9778090119361877,0.7288374665975571,0.052250527030034015,0.24897154533863064,0.9181635169675977,4.764957589720001,0.000999000999000999,0,1000,0,,35|37|39|19|20|17|18|24
P21,val/n03930630/ILSVRC2012_val_00015879.JPEG,clean,0.9763067364692688,0.7658793812394142,0.0497329405299639,0.21042735522985456,0.8987989026504317,4.231146459217968,0.000999000999000999,0,1000,0,,17|19|18|39|12|20|22|40
P21,val/n03930630/ILSVRC2012_val_00035897.JPEG,clean,0.9823051691055298,0.6359948182404042,0.07032463644289835,0.3463103508651256,0.9513885192267493,4.924452771914718,0.000999000999000999,0,1000,0,,39|20|17|28|18|19|26|15
P21,val/n03930630/ILSVRC2012_val_00026503.JPEG,clean,0.9783849716186523,0.7165675704479217,0.05585224695506326,0.2618174011707306,0.9237383371567364,4.687678928680875,0.000999000999000999,0,1000,0,,37|39|26|35|28|17|20|18
P21,val/n03930630/ILSVRC2012_val_00025354.JPEG,clean,0.9820506572723389,0.652331445991993,0.06890617935454128,0.32971921128034587,0.9483722570800932,4.785045613744591,0.000999000999000999,0,1000,0,,35|39|17|37|18|26|38|19
P21,val/n03930630/ILSVRC2012_val_00039508.JPEG,clean,0.9709179997444153,0.6919265396595001,0.06059228155593507,0.27899146008491515,0.905600436261398,4.6044059230112895,0.000999000999000999,0,1000,0,,39|37|28|35|15|20|17|18
P21,val/n03930630/ILSVRC2012_val_00037136.JPEG,clean,0.9706529974937439,0.7175176971554756,0.05388241882004566,0.25313530033826825,0.896110297138124,4.697920135762267,0.000999000999000999,0,1000,0,,35|28|39|38|8|37|41|15
