pair_id,proxy_layer,target_layer,subset,image_count,true_cka,null_mean,null_std,z_score,empirical_p_value,null_exceedance_count,permutations_evaluated,exact_null
P16,vision_final,vision_final,classes_7_8,10,0.9871695637702942,0.5551999781131745,0.06422994953698571,6.7253608133130705,0.000999000999000999,0,1000,0
P16,vision_final,projected,global,50,0.8969541788101196,0.35361211821436883,0.01893929244954814,28.68861453209748,0.000999000999000999,0,1000,0
P16,vision_final,projected,class_7,5,0.9885408282279968,0.7578582578346509,0.10659985085722057,2.164004626069518,0.008333333333333333,0,119,1
P16,vision_final,projected,class_8,5,0.995732307434082,0.7349102281722701,0.12231999972194914,2.132293000774181,0.016666666666666666,1,119,1
P16,vision_final,projected,classes_7_8,10,0.9735796451568604,0.5457483146488666,0.0657115260559185,6.5107501862599015,0.000999000999000999,0,1000,0
P16,projected,vision_mid,global,50,0.6592651605606079,0.3428502173423767,0.018934409204548405,16.71110726508553,0.000999000999000999,0,1000,0
P16,projected,vision_mid,class_7,5,0.9359017014503479,0.8149245211056301,0.058791081980314595,2.0577471322134437,0.025,2,119,1
P16,projected,vision_mid,class_8,5,0.9518656730651855,0.7565411790078428,0.09555615285990501,2.0440807651989528,0.016666666666666666,1,119,1
P16,projected,vision_mid,classes_7_8,10,0.8656694889068604,0.6139229586124421,0.05412059318953704,4.651584830431748,0.000999000999000999,0,1000,0
P16,projected,vision_final,global,50,0.9059346914291382,0.35384396159648895,0.018809823247606636,29.351191798301308,0.000999000999000999,0,1000,0
P16,projected,vision_final,class_7,5,0.9691823124885559,0.7678749997074864,0.0976906622425136,2.0606607444356477,0.025,2,119,1
P16,projected,vision_final,class_8,5,0.9735891222953796,0.7544610540406043,0.11073949108316886,1.978770771939012,0.016666666666666666,1,119,1
P16,projected,vision_final,classes_7_8,10,0.9786248207092285,0.5473672176897526,0.06643218474547109,6.491696828454467,0.000999000999000999,0,1000,0
P16,projected,projected,global,50,0.9171384572982788,0.3404173698723316,0.019177190864084006,30.073282970033897,0.000999000999000999,0,1000,0
P16,projected,projected,class_7,5,0.9830853939056396,0.7242677867913446,0.12039307093191695,2.1497716198356467,0.008333333333333333,0,119,1
P16,projected,projected,class_8,5,0.9911081194877625,0.7159335082318602,0.12978800269721433,2.12018526780063,0.016666666666666666,1,119,1
P16,projected,projected,classes_7_8,10,0.9865959286689758,0.5378208383023739,0.06755989728251913,6.642625409715073,0.000999000999000999,0,1000,0
P19,vision_mid,vision_mid,global,50,0.9999737739562988,0.12742286318540574,0.025782324842861103,33.84298801946461,0.000999000999000999,0,1000,0
P19,vision_mid,vision_mid,class_7,5,0.9999914765357971,0.6672458984270817,0.12341491836339655,2.6961536135278434,0.008333333333333333,0,119,1
