pair_id,objective,margin_kind,image_id,target_hit,proxy_target_gradient_cosine,proxy_target_sign_cosine,proxy_target_sign_agreement,proxy_directional_derivative,target_directional_derivative,target_clean_margin,target_actual_margin_change,target_adversarial_margin,target_gap_closure,decision_score_type,gradient_diagnostics_available
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.013294683769345284,0.015080252662301064,0.5075401067733765,7.206898212432861,25.73634147644043,-11.25,10.25,-1.0,0.9111111111111111,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.0009981374023482203,0.016076743602752686,0.508038341999054,-55.7347526550293,9.977710723876953,-18.75,3.25,-15.5,0.17333333333333334,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,-0.0017043973784893751,0.008636267855763435,0.504318118095398,35.07742691040039,96.82467651367188,-13.25,3.25,-10.0,0.24528301886792453,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00025354.JPEG,0,-0.012024221941828728,-0.011864904314279556,0.49406754970550537,11.41136360168457,0.5801678895950317,-22.0,12.0,-10.0,0.5454545454545454,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.029772114008665085,0.012967688962817192,0.5064838528633118,12.497451782226562,-6.884635925292969,-16.875,9.75,-7.125,0.5777777777777777,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00037136.JPEG,0,-0.023005761206150055,0.0007839075988158584,0.500391960144043,18.088245391845703,68.4053955078125,-14.25,8.375,-5.875,0.5877192982456141,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00049612.JPEG,0,-0.010916155762970448,0.015837587416172028,0.5079187750816345,13.875422477722168,15.88892936706543,-19.875,19.75,-0.125,0.9937106918238994,teacher_forced_closed_set,1
P16,cls_only,source_target,val/n03930630/ILSVRC2012_val_00010012.JPEG,0,0.004659985192120075,0.007227892056107521,0.5036139488220215,-1.5478687286376953,0.10367751121520996,-18.375,3.875,-14.5,0.2108843537414966,teacher_forced_closed_set,1
P16,cls_only,robust,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.01339759025722742,0.01438935101032257,0.5071946978569031,6.972185134887695,25.428617477416992,-11.25,5.25,-6.0,0.4666666666666667,teacher_forced_closed_set,1
P16,cls_only,robust,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.0012729973532259464,0.01664806716144085,0.5083240270614624,-55.233299255371094,10.178178787231445,-18.75,3.25,-15.5,0.17333333333333334,teacher_forced_closed_set,1
P16,cls_only,robust,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,-0.0018042641459032893,0.008636267855763435,0.504318118095398,35.16834259033203,96.95497131347656,-13.25,3.25,-10.0,0.24528301886792453,teacher_forced_closed_set,1
