pair_id,objective,margin_kind,image_id,target_hit,proxy_target_gradient_cosine,proxy_target_sign_cosine,proxy_target_sign_agreement,proxy_directional_derivative,target_directional_derivative,target_clean_margin,target_actual_margin_change,target_adversarial_margin,target_gap_closure,decision_score_type,gradient_diagnostics_available
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.13831095397472382,0.11026521772146225,0.5551326274871826,-4.497808933258057,-7.486896514892578,-21.203125,12.578125,-8.625,0.5932203389830508,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.1767156720161438,0.09097311645746231,0.545486569404602,-27.127424240112305,133.32730102539062,-17.328125,5.578125,-11.75,0.3219116321009919,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,0.02031436748802662,0.019305380061268806,0.5096526741981506,-0.19865083694458008,-10.717241287231445,-7.375,5.25,-2.125,0.711864406779661,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00025354.JPEG,0,-0.04652152583003044,0.009008292108774185,0.5045041441917419,7.0871806144714355,-47.673797607421875,-24.875,12.8125,-12.0625,0.5150753768844221,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.06957675516605377,0.06536991149187088,0.5326849222183228,-70.15576171875,0.8138730525970459,-12.5625,4.0625,-8.5,0.32338308457711445,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00037136.JPEG,0,0.0869567021727562,0.02024872787296772,0.5101243853569031,12.75753402709961,-22.80962562561035,-12.375,2.5,-9.875,0.20202020202020202,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00049612.JPEG,0,0.015347721986472607,0.049718331545591354,0.5248591899871826,62.01512908935547,-47.93476104736328,-14.3125,0.25,-14.0625,0.017467248908296942,teacher_forced_closed_set,1
P22,cls_only,source_target,val/n03930630/ILSVRC2012_val_00010012.JPEG,0,0.10734612494707108,0.09899821877479553,0.5494990944862366,7.694816589355469,-3.2724695205688477,-14.875,10.5,-4.375,0.7058823529411765,teacher_forced_closed_set,1
P22,cls_only,robust,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.13830599188804626,0.11045122891664505,0.5552256107330322,-4.706847190856934,-7.139988422393799,-21.203125,12.578125,-8.625,0.5932203389830508,teacher_forced_closed_set,1
P22,cls_only,robust,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.17610400915145874,0.09061437845230103,0.5453071594238281,-27.33561897277832,133.56158447265625,-17.328125,5.578125,-11.75,0.3219116321009919,teacher_forced_closed_set,1
