pair_id,objective,margin_kind,image_id,target_hit,proxy_target_gradient_cosine,proxy_target_sign_cosine,proxy_target_sign_agreement,proxy_directional_derivative,target_directional_derivative,target_clean_margin,target_actual_margin_change,target_adversarial_margin,target_gap_closure,decision_score_type,gradient_diagnostics_available
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,-0.044420529156923294,0.039700258523225784,0.5198501348495483,1.444076657295227,21.1602783203125,-6.125,6.25,0.125,1.0204081632653061,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.0009534073760733008,0.023610226809978485,0.5118051171302795,2.6579537391662598,-4.964275360107422,-9.5,8.875,-0.625,0.9342105263157895,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,-0.0022316661197692156,0.026466840878129005,0.5132334232330322,-2.1239330768585205,-34.69170379638672,-5.0,4.75,-0.25,0.95,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00025354.JPEG,1,0.003094207961112261,-0.014256484806537628,0.4928717613220215,-1.359050989151001,-2.478907823562622,-10.375,16.0,5.625,1.5421686746987953,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,-0.0008450420573353767,0.00664328271523118,0.503321647644043,-0.6485036015510559,1.880118727684021,-8.5,8.125,-0.375,0.9558823529411765,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00037136.JPEG,1,-0.039571113884449005,-0.01263552438467741,0.49368223547935486,-9.398953437805176,1.1611340045928955,-6.125,7.375,1.25,1.2040816326530612,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00049612.JPEG,1,0.0010624728165566921,0.011678891256451607,0.505839467048645,-3.8925135135650635,6.683856964111328,-9.375,14.0,4.625,1.4933333333333334,teacher_forced_closed_set,1
P20,cls_only,source_target,val/n03930630/ILSVRC2012_val_00010012.JPEG,0,-0.00024122651666402817,0.020076002925634384,0.5100380182266235,5.0729451179504395,-3.7363953590393066,-9.0,9.875,0.875,1.0972222222222223,teacher_forced_closed_set,1
P20,cls_only,robust,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,-0.04414716362953186,0.039487674832344055,0.5197438597679138,1.5124073028564453,21.107921600341797,-6.125,1.5,-4.625,0.24489795918367346,teacher_forced_closed_set,1
P20,cls_only,robust,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.0012056807754561305,0.024115117266774178,0.5120575428009033,2.6440017223358154,-4.9453277587890625,-9.5,6.5,-3.0,0.6842105263157895,teacher_forced_closed_set,1
P20,cls_only,robust,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,-0.001898696064017713,0.027516480535268784,0.5137582421302795,-2.197282075881958,-34.56694793701172,-5.0,2.9525046348571777,-2.0474953651428223,0.5905009269714355,teacher_forced_closed_set,1
P20,cls_only,robust,val/n03930630/ILSVRC2012_val_00025354.JPEG,1,0.0032514468766748905,-0.012980974279344082,0.4935095012187958,-1.462235927581787,-2.4371650218963623,-10.375,13.573749542236328,3.19874906539917,1.3083132088902485,teacher_forced_closed_set,1
P20,cls_only,robust,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.0026243252214044333,0.007679635658860207,0.5038397908210754,-0.5235002636909485,1.8988826274871826,-8.5,6.844358444213867,-1.6556416749954224,0.8052186404957491,teacher_forced_closed_set,1
