pair_id,objective,margin_kind,image_id,target_hit,proxy_target_gradient_cosine,proxy_target_sign_cosine,proxy_target_sign_agreement,proxy_directional_derivative,target_directional_derivative,target_clean_margin,target_actual_margin_change,target_adversarial_margin,target_gap_closure,decision_score_type
P20,semantic_only,robust,val/n03930630/ILSVRC2012_val_00039508.JPEG,1,0.048385802656412125,0.014655081555247307,0.5073275566101074,-0.2886554002761841,2.2866601943969727,-8.5,10.26422119140625,1.7642215490341187,1.2075554342830883,teacher_forced_closed_set
P20,semantic_only,robust,val/n03930630/ILSVRC2012_val_00037136.JPEG,1,-0.026911966502666473,-0.015252979472279549,0.492373526096344,11.247764587402344,42.151309967041016,-6.25,8.792962074279785,2.5429623126983643,1.4068739318847656,teacher_forced_closed_set
P20,semantic_only,robust,val/n03930630/ILSVRC2012_val_00017708.JPEG,0,0.0017909961752593517,0.030001066625118256,0.5150005221366882,42.47993469238281,-1.0876188278198242,-9.625,6.75,-2.875,0.7012987012987013,teacher_forced_closed_set
P20,semantic_only,robust,val/n03930630/ILSVRC2012_val_00049612.JPEG,1,0.038637615740299225,0.007932079955935478,0.5039660334587097,6.46225643157959,4.053380012512207,-9.125,12.849727630615234,3.7247281074523926,1.4081893293824914,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.06108137592673302,0.038278598338365555,0.519139289855957,-102.62237548828125,7.963990211486816,-6.375,5.5,-0.875,0.8627450980392157,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,0.017648043110966682,0.03903593122959137,0.5195179581642151,2.0370068550109863,1.1053671836853027,-9.375,2.0,-7.375,0.21333333333333335,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,0.007577450014650822,0.011931337416172028,0.5059656500816345,49.19857406616211,15.049866676330566,-5.0,3.125,-1.875,0.625,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00025354.JPEG,1,0.00797445047646761,-0.007174746599048376,0.49641263484954834,2.898350954055786,-6.691361427307129,-10.5,15.375,4.875,1.4642857142857142,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.048900775611400604,0.014283059164881706,0.5071415305137634,4.714211463928223,2.3839309215545654,-8.5,8.625,0.125,1.0147058823529411,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00037136.JPEG,0,-0.027881626039743423,-0.015213118866086006,0.492393434047699,-12.828889846801758,-2.2202858924865723,-6.25,4.5,-1.75,0.72,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00017708.JPEG,1,0.0016721386928111315,0.030226940289139748,0.5151134729385376,23.016023635864258,7.841465473175049,-9.625,16.0,6.375,1.6623376623376624,teacher_forced_closed_set
P20,target_cka_semantic,source_target,val/n03930630/ILSVRC2012_val_00049612.JPEG,0,0.037751633673906326,0.008237671107053757,0.5041188597679138,-4.297486305236816,8.973658561706543,-9.125,9.75,0.6250001192092896,1.0684931506849316,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.060974884778261185,0.038092583417892456,0.5190463066101074,-102.18103790283203,8.242769241333008,-6.375,2.75,-3.625,0.43137254901960786,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,0.018398016691207886,0.0382254496216774,0.5191127061843872,2.0682263374328613,1.1767354011535645,-9.375,2.0,-7.375,0.21333333333333335,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,0.0072224317118525505,0.011798471212387085,0.5058992505073547,47.39309310913086,15.147987365722656,-5.0,2.4147486686706543,-2.5852513313293457,0.48294973373413086,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00025354.JPEG,1,0.007602525409311056,-0.008862139657139778,0.4955689311027527,3.096303939819336,-6.687519073486328,-10.5,13.283974647521973,2.7839746475219727,1.2651404426211403,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.048385802656412125,0.014655081555247307,0.5073275566101074,4.682851314544678,2.442727565765381,-8.5,6.334423065185547,-2.1655771732330322,0.7452262429630055,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00037136.JPEG,0,-0.026911966502666473,-0.015252979472279549,0.492373526096344,-12.949140548706055,-2.1591124534606934,-6.25,3.9185502529144287,-2.3314497470855713,0.6269680404663086,teacher_forced_closed_set
P20,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00017708.JPEG,1,0.0017909961752593517,0.030001066625118256,0.5150005221366882,22.8643741607666,7.748482704162598,-9.625,12.580269813537598,2.9552700519561768,1.3070410195883218,teacher_forced_closed_set
