pair_id,objective,margin_kind,image_id,target_hit,proxy_target_gradient_cosine,proxy_target_sign_cosine,proxy_target_sign_agreement,proxy_directional_derivative,target_directional_derivative,target_clean_margin,target_actual_margin_change,target_adversarial_margin,target_gap_closure,decision_score_type
P21,target_cka_semantic,robust,val/n03930630/ILSVRC2012_val_00049612.JPEG,0,0.041213374584913254,0.020766904577612877,0.5103834271430969,11.23027229309082,-5.7607927322387695,-11.75,6.625,-5.125,0.5638297872340425,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.02341131493449211,0.02582908421754837,0.5129145383834839,6.717677116394043,-0.5170354247093201,-12.75,6.125,-6.625,0.4803921568627451,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00035897.JPEG,0,-0.001042479183524847,-0.005952381528913975,0.4970238208770752,0.48124969005584717,0.32501235604286194,-12.875,4.5,-8.375,0.34951456310679613,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00026503.JPEG,0,-3.0964554753154516e-05,0.0095796138048172,0.5047898292541504,6.355989456176758,3.9670493602752686,-8.25,1.25,-7.0,0.15151515151515152,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00025354.JPEG,0,0.019112251698970795,0.017963437363505363,0.5089817047119141,-4.4729437828063965,0.18701064586639404,-13.375,3.0,-10.375,0.22429906542056074,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00039508.JPEG,0,0.026065785437822342,0.02161724492907524,0.5108086466789246,-14.506521224975586,2.3037326335906982,-12.5,12.625,0.125,1.01,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00037136.JPEG,0,0.015145626850426197,0.02204241044819355,0.5110211968421936,6.575300693511963,4.2278571128845215,-10.5,8.75,-1.75,0.8333333333333334,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00017708.JPEG,0,0.000367050408385694,0.010230655781924725,0.5051153302192688,-25.8590145111084,-29.818660736083984,-12.625,7.875,-4.75,0.6237623762376238,teacher_forced_closed_set
P21,target_cka_only,source_target,val/n03930630/ILSVRC2012_val_00049612.JPEG,0,0.041299983859062195,0.020129147917032242,0.5100646018981934,-29.82175064086914,-3.273123025894165,-11.75,5.0,-6.75,0.425531914893617,teacher_forced_closed_set
P21,target_cka_only,robust,val/n03930630/ILSVRC2012_val_00015879.JPEG,0,0.023838521912693977,0.026001809164881706,0.5130009055137634,6.888462066650391,-0.3399767279624939,-12.75,6.125,-6.625,0.4803921568627451,teacher_forced_closed_set
