pair_id,transition_id,batch_index,image_index,generation_target_hit,clean_source_target_margin,adversarial_source_target_margin,clean_robust_margin,adversarial_robust_margin,clean_target_probability,adversarial_target_probability,clean_target_rank,adversarial_target_rank,clean_closedset_entropy,adversarial_closedset_entropy,source_target_gap_closure,robust_gap_closure
P19,T01,4,3,1,-21.8125,22.0625,-21.8125,16.6875,3.3647382102763856e-10,0.9999998807907104,10.0,1.0,1.166731908597285e-05,2.3237250843521906e-06,2.011461318051576,1.7650429799426934
P19,T01,4,4,1,-14.75,11.125,-14.75,10.75,3.9277631458389806e-07,0.9999430179595947,5.0,1.0,0.0003126816009171307,0.0007101395167410374,1.7542372881355932,1.728813559322034
P19,T01,4,5,1,-18.625,21.9375,-18.625,17.1875,8.152016839346743e-09,1.0,5.0,1.0,7.904837730166037e-06,9.957209385902388e-07,2.1778523489932886,1.9228187919463087
P19,T01,4,6,1,-19.875,22.90625,-19.875,18.4375,2.335592830249311e-09,1.0,5.0,1.0,2.375434178247815e-06,4.544702392195177e-07,2.15251572327044,1.9276729559748427
P19,T01,4,7,1,-19.8125,19.0625,-19.8125,13.5,2.4862252256951933e-09,0.9999971389770508,6.0,1.0,3.871925855492009e-06,4.343931141193025e-05,1.9621451104100947,1.6813880126182965
P19,T01,5,0,1,-17.6875,14.1875,-17.6875,11.75,2.081684158383723e-08,0.9999817609786987,8.0,1.0,4.936696495860815e-05,0.0002477050293236971,1.802120141342756,1.6643109540636043
P19,T01,5,1,1,-20.6875,12.0,-20.6875,7.0,1.0364130664797244e-09,0.999052107334137,5.0,1.0,1.7954685063159559e-06,0.0077719660475850105,1.5800604229607251,1.338368580060423
P19,T01,5,2,1,-21.96875,21.21875,-21.96875,17.0625,2.87801477094618e-10,0.9999998807907104,9.0,1.0,3.7026200061518466e-06,1.9157610040565487e-06,1.9658605974395449,1.7766714082503556
P19,T01,5,3,1,-18.0625,22.1875,-18.0625,17.75,1.4307187434781099e-08,1.0,5.0,1.0,5.409989898907952e-05,8.541804845663137e-07,2.2283737024221453,1.9826989619377162
P19,T01,5,4,1,-20.40625,18.5625,-20.40625,14.4375,1.3730236947395724e-09,0.9999984502792358,8.0,1.0,7.65177082939772e-06,2.482148374838289e-05,1.9096477794793263,1.7075038284839203
P19,T01,5,5,1,-22.96875,20.6875,-22.96875,18.125,1.0587623833213655e-10,1.0,10.0,1.0,3.8071200378908543e-06,7.221397595458257e-07,1.9006802721088436,1.7891156462585034
P19,T01,5,6,1,-21.3125,18.3125,-21.3125,13.625,5.54751855563751e-10,0.9999978542327881,9.0,1.0,4.3859176912519615e-06,3.330303661641665e-05,1.8592375366568914,1.6392961876832846
P19,T01,5,7,0,-16.6875,-8.75,-16.6875,-8.75,5.6586149099757677e-08,0.00015825318405404687,5.0,5.0,2.6251222152495757e-05,0.012541825883090496,0.4756554307116105,0.4756554307116105
P19,T01,6,0,1,-21.5,23.21875,-21.5,16.375,4.59905419303297e-10,0.9999998807907104,10.0,1.0,5.3271473916538525e-06,3.4628499179234495e-06,2.0799418604651163,1.7616279069767442
P19,T01,6,1,1,-22.59375,20.46875,-22.59375,16.125,1.5404895414850017e-10,0.9999996423721313,9.0,1.0,9.27207111089956e-06,5.214454631641274e-06,1.9059474412171507,1.7136929460580912
P19,T02,0,0,1,-24.875,4.5,-24.875,2.625,1.573710259328287e-11,0.8531529903411865,9.0,1.0,8.351240126103221e-07,0.6044980883598328,1.1809045226130652,1.1055276381909547
P19,T02,0,1,1,-22.5,10.5,-22.5,9.875,1.6918975942470382e-10,0.9998787641525269,6.0,1.0,4.641376563085942e-06,0.001416176906786859,1.4666666666666666,1.4388888888888889
P19,T02,0,2,0,-21.8125,-5.0,-21.8125,-5.0,3.364740430722435e-10,0.00669114338234067,7.0,2.0,2.0846966890530894e-06,0.042927391827106476,0.7707736389684814,0.7707736389684814
P19,T02,0,3,0,-24.1875,0.0,-24.1875,-5.0,3.129696501957824e-11,0.004498564638197422,10.0,8.0,9.862310434982646e-07,1.1708893775939941,1.0,0.7932816537467701
P19,T02,0,4,0,-23.125,-4.75,-23.125,-4.75,9.056076721858375e-11,0.008561319671571255,9.0,2.0,2.9842939852642303e-07,0.06560025364160538,0.7945945945945946,0.7945945945945946
P19,T02,0,5,1,-24.984375,7.125,-24.984375,4.25,1.4106647273914863e-11,0.9820470809936523,6.0,1.0,4.796731332135096e-07,0.10574523359537125,1.2851782363977486,1.1701063164477798
P19,T02,0,6,1,-23.65625,5.75,-23.65625,5.75,5.323793142442135e-11,0.996705949306488,9.0,1.0,7.779105999361491e-07,0.022850045934319496,1.2430647291941876,1.2430647291941876
P19,T02,0,7,1,-22.65625,9.125,-22.65625,7.875,1.447156838807473e-10,0.9991063475608826,9.0,1.0,2.804649966492434e-06,0.008678699843585491,1.4027586206896552,1.3475862068965516
P19,T02,1,0,0,-24.0625,0.625,-24.0625,-6.0,3.546410734522887e-11,0.0022625026758760214,9.0,6.0,4.4729739556714776e-07,0.4093658924102783,1.025974025974026,0.7506493506493507
P19,T02,1,1,1,-23.34375,9.375,-23.34375,9.25,7.276762525876279e-11,0.9995982050895691,8.0,1.0,9.154895224128268e-07,0.004293479025363922,1.4016064257028114,1.3962516733601071
P19,T02,1,2,1,-22.15625,9.125,-22.15625,9.125,2.3859580977614314e-10,0.9997605681419373,5.0,1.0,1.5153166259551654e-06,0.0026511347386986017,1.4118476727785614,1.4118476727785614
P19,T02,1,3,1,-25.34375,10.125,-25.34375,10.125,9.84802690784381e-12,0.9998835325241089,9.0,1.0,2.5623350552450574e-07,0.0013795994454994798,1.3995067817509248,1.3995067817509248
P19,T02,1,4,0,-24.5625,-2.25,-24.5625,-5.75,2.1510068032304375e-11,0.002608892507851124,7.0,8.0,2.223042940840969e-07,0.7911703586578369,0.9083969465648855,0.7659033078880407
P19,T02,1,5,0,-17.1875,0.75,-17.1875,-7.125,3.4321235631296076e-08,0.0008022420224733651,7.0,2.0,2.4788974769762717e-05,0.026999760419130325,1.0436363636363637,0.5854545454545454
P19,T02,1,6,0,-22.875,0.75,-22.875,-10.0,1.1628231710858472e-10,4.539264045888558e-05,7.0,2.0,1.2279102747925208e-06,0.0018822757992893457,1.0327868852459017,0.5628415300546448
P19,T02,1,7,1,-24.859375,6.875,-24.859375,6.625,1.5984925189060917e-11,0.9949418902397156,9.0,1.0,7.291311590051919e-07,0.041261784732341766,1.2765556253928347,1.2664990571967316
P19,T02,2,0,1,-24.03125,8.5,-24.03125,7.625,3.658985961441097e-11,0.9983598589897156,6.0,1.0,1.8737941331892216e-07,0.015233872458338737,1.35370611183355,1.317295188556567
P19,T02,2,1,1,-23.34375,9.75,-23.34375,9.375,7.276761831986889e-11,0.9997488856315613,8.0,1.0,1.2260294397492544e-06,0.0027796095237135887,1.4176706827309238,1.4016064257028114
P19,T02,2,2,0,-24.28125,0.875,-24.28125,-2.625,2.8496210599526783e-11,0.05018096789717674,10.0,4.0,3.0902504022378707e-07,1.1435035467147827,1.0360360360360361,0.8918918918918919
P19,T02,2,3,0,-24.265625,4.375,-24.265625,-2.75,2.8944961011356796e-11,0.05990404635667801,6.0,2.0,4.2390558974148007e-07,0.25126922130584717,1.180296200901481,0.8866709594333548
P19,T02,2,4,1,-22.0625,11.0,-22.0625,10.875,2.6204624581360747e-10,0.9999505281448364,6.0,1.0,2.3446114028047305e-06,0.00061842892318964,1.498583569405099,1.4929178470254958
P19,T02,2,5,1,-22.1875,13.4375,-22.1875,12.875,2.3125497350395818e-10,0.9999943971633911,8.0,1.0,4.722814992419444e-06,8.282743510790169e-05,1.6056338028169015,1.580281690140845
P19,T02,2,6,0,-24.4375,-4.625,-24.4375,-4.625,2.4374099960589035e-11,0.009676760993897915,8.0,2.0,4.674822378092358e-07,0.08227229863405228,0.8107416879795396,0.8107416879795396
P19,T02,2,7,1,-24.046875,9.5,-24.046875,9.5,3.602258422108484e-11,0.9997261166572571,8.0,1.0,4.893318532595003e-07,0.0030542800668627024,1.3950617283950617,1.3950617283950617
P19,T02,3,0,0,-23.3125,-0.875,-23.3125,-11.375,7.507750671154056e-11,1.147691818914609e-05,8.0,7.0,1.17039337510505e-06,0.0020135927479714155,0.9624664879356568,0.5120643431635389
P19,T02,3,1,0,-22.15625,-12.0,-22.15625,-12.0,2.3859578202056753e-10,6.143468908703653e-06,8.0,7.0,3.5887926514988067e-06,0.0014271076070144773,0.45839210155148097,0.45839210155148097
P19,T02,3,2,1,-23.28125,8.875,-23.28125,8.25,7.746073227288264e-11,0.999072790145874,6.0,1.0,3.331463176436955e-07,0.009170671924948692,1.3812080536912752,1.3543624161073826
P19,T02,3,3,1,-22.3125,9.125,-22.3125,8.25,2.0408184864262324e-10,0.999382495880127,8.0,1.0,5.558768521041202e-07,0.00626837182790041,1.4089635854341738,1.3697478991596639
P19,T02,3,4,1,-22.65625,11.375,-22.65625,11.375,1.447156838807473e-10,0.999964714050293,8.0,1.0,1.7783346493160934e-06,0.0004603703855536878,1.5020689655172415,1.5020689655172415
P19,T02,3,5,1,-24.203125,13.625,-24.203125,13.625,3.081174898555972e-11,0.9999966621398926,7.0,1.0,4.4621543793255114e-07,5.110376514494419e-05,1.5629438347320852,1.5629438347320852
P19,T02,3,6,1,-25.078125,13.8125,-25.078125,13.8125,1.2844248234444855e-11,0.999996542930603,9.0,1.0,2.7919222134187294e-07,5.334406887413934e-05,1.550778816199377,1.550778816199377
P19,T02,3,7,1,-24.328125,5.0,-24.328125,5.0,2.7191270068893658e-11,0.9918978214263916,10.0,1.0,1.3408526911007357e-06,0.05291260406374931,1.2055234425176622,1.2055234425176622
P19,T02,4,0,1,-24.375,8.625,-24.375,7.875,2.5946094231454886e-11,0.9989344477653503,8.0,1.0,6.821467195550213e-07,0.010248769074678421,1.353846153846154,1.323076923076923
P19,T02,4,1,1,-24.5625,3.5,-24.5625,1.75,2.1510068032304375e-11,0.8036195635795593,5.0,1.0,2.5141218884527916e-07,0.7087349891662598,1.1424936386768447,1.0712468193384224
P19,T02,4,2,1,-20.71875,12.0,-20.71875,11.875,1.004525795877953e-09,0.9999792575836182,8.0,1.0,3.996380200987915e-06,0.0002791159204207361,1.579185520361991,1.5731523378582202
P19,T02,4,3,1,-25.796875,10.0,-25.796875,10.0,6.259786959617042e-12,0.9998024106025696,7.0,1.0,3.3306213254036265e-07,0.0022574292961508036,1.3876438522107812,1.3876438522107812
P19,T02,4,4,1,-21.5625,6.25,-21.5625,4.25,4.3204109734240603e-10,0.9769862294197083,9.0,1.0,5.697406322724419e-06,0.1402401328086853,1.289855072463768,1.1971014492753622
P19,T02,4,5,1,-24.546875,4.5,-24.546875,1.75,2.1848802281287938e-11,0.7699686288833618,8.0,1.0,5.482210667651088e-07,0.8512001633644104,1.1833227243793762,1.0712921705919796
P19,T02,4,6,1,-24.734375,7.0,-24.734375,4.25,1.8113293850929857e-11,0.9714956879615784,10.0,1.0,4.866168978878704e-07,0.1683686077594757,1.283006948831333,1.171825647504738
P19,T02,4,7,1,-24.296875,11.125,-24.296875,11.0,2.8054418163558914e-11,0.9999370574951172,9.0,1.0,2.860847416741308e-07,0.000787732657045126,1.4578778135048232,1.452733118971061
P19,T02,5,0,0,-22.78125,-11.25,-22.78125,-11.25,1.277111472131054e-10,1.3004804714000784e-05,8.0,4.0,2.2248025288718054e-06,0.002154663670808077,0.5061728395061729,0.5061728395061729
P19,T02,5,1,1,-24.078125,11.375,-24.078125,11.375,3.491428673951802e-11,0.9999730587005615,7.0,1.0,3.1189756555249915e-07,0.0003535470459610224,1.4724205061648281,1.4724205061648281
P19,T02,5,2,1,-22.4375,8.625,-22.4375,7.75,1.8010157254444437e-10,0.9985979199409485,8.0,1.0,2.1415021365100984e-06,0.013005408458411694,1.384401114206128,1.3454038997214484
P19,T02,5,3,0,-24.109375,3.625,-24.109375,-4.625,3.3840086982595e-11,0.009699594229459763,8.0,2.0,9.505636171525111e-07,0.06294325739145279,1.1503564484769928,0.8081659105638367
P19,T02,5,4,1,-22.78125,6.5,-22.78125,6.5,1.277111472131054e-10,0.9977585077285767,6.0,1.0,2.7781763947132276e-06,0.018628131598234177,1.2853223593964336,1.2853223593964336
P19,T02,5,5,0,-22.5,-10.375,-22.5,-10.375,1.6918978718027944e-10,3.118302265647799e-05,10.0,5.0,2.71427688858239e-06,0.006259098649024963,0.5388888888888889,0.5388888888888889
P19,T02,5,6,0,-23.25,2.375,-23.25,-4.0,7.99195917777773e-11,0.01606431044638157,7.0,3.0,1.8980476852448191e-06,0.5360392928123474,1.1021505376344085,0.8279569892473119
P19,T02,5,7,1,-19.75,8.125,-19.75,7.75,2.646570518294311e-09,0.9982662796974182,9.0,1.0,1.791046088328585e-05,0.01601775363087654,1.4113924050632911,1.3924050632911393
P19,T02,6,0,1,-22.90625,10.375,-22.90625,10.375,1.127046997395631e-10,0.9998525381088257,8.0,1.0,3.703714241964917e-07,0.0017442242242395878,1.4529331514324693,1.4529331514324693
P19,T02,6,1,1,-24.359375,10.875,-24.359375,10.125,2.6354685794816035e-11,0.9999141693115234,6.0,1.0,1.5163860211941937e-07,0.001030424376949668,1.4464400256574728,1.4156510583707504
P19,T03,0,0,1,-22.125,12.25,-22.125,11.5,2.4616969573898473e-10,0.9999480247497559,7.0,1.0,9.198947736877017e-07,0.0006711864843964577,1.5536723163841808,1.5197740112994351
P19,T03,0,1,1,-16.4375,5.625,-16.4375,5.625,7.265790458177435e-08,0.9941218495368958,8.0,1.0,5.490511466632597e-05,0.04449904337525368,1.3422053231939164,1.3422053231939164
P19,T03,0,2,1,-20.875,10.125,-20.875,6.375,8.592166422793923e-10,0.9977337121963501,8.0,1.0,8.560670039514662e-07,0.018423356115818024,1.4850299401197604,1.3053892215568863
P19,T03,0,3,0,-19.46875,-0.375,-19.46875,-4.25,3.5061400449620805e-09,0.01139050256460905,6.0,7.0,1.831559984566411e-06,0.8175328969955444,0.9807383627608347,0.7817014446227929
P19,T03,0,4,1,-21.4375,11.625,-21.4375,11.125,4.895668870297243e-10,0.9999279975891113,6.0,1.0,5.591305693997128e-07,0.0009067248320207,1.5422740524781342,1.5189504373177842
P19,T03,0,5,1,-21.59375,9.375,-21.59375,1.25,4.1874875789105204e-10,0.7767806649208069,9.0,1.0,5.195816470404679e-07,0.5366584062576294,1.4341534008683068,1.0578871201157742
P19,T03,0,6,0,-22.65625,-2.0,-22.65625,-6.5,1.447156977585351e-10,0.0009807981550693512,7.0,9.0,2.592004477719456e-07,0.9544086456298828,0.9117241379310345,0.713103448275862
P19,T03,0,7,1,-21.0,11.875,-21.0,11.625,7.582560135332983e-10,0.9999511241912842,5.0,1.0,4.940376356898923e-07,0.0006349480827338994,1.5654761904761905,1.5535714285714286
P19,T03,1,0,0,-22.9375,-7.625,-22.9375,-7.625,1.0923714016675135e-10,0.0004870168340858072,9.0,3.0,3.599273270538106e-07,0.01953141950070858,0.667574931880109,0.667574931880109
P19,T03,1,1,1,-23.3125,14.125,-23.3125,13.25,7.507751365043447e-11,0.9999920129776001,7.0,1.0,2.056910801684353e-07,0.00011743065988412127,1.6058981233243967,1.5683646112600536
P19,T03,1,2,0,-16.625,-11.5,-16.625,-11.5,6.023541487820694e-08,1.012612756312592e-05,9.0,9.0,7.805958011886105e-05,0.004190471488982439,0.3082706766917293,0.3082706766917293
P19,T03,1,3,1,-16.25,6.625,-16.25,4.25,8.764168057950883e-08,0.9640397429466248,8.0,1.0,0.00012370801414363086,0.2117382287979126,1.4076923076923078,1.2615384615384615
P19,T03,1,4,0,-16.875,-10.5,-16.875,-10.5,4.691156263447738e-08,2.7509877327247523e-05,9.0,8.0,2.6069767045555636e-05,0.00931207649409771,0.37777777777777777,0.37777777777777777
P19,T03,1,5,0,-18.6875,-10.0,-18.6875,-10.0,7.658113254649379e-09,4.531259764917195e-05,7.0,9.0,3.954748081014259e-06,0.017292574048042297,0.46488294314381273,0.46488294314381273
P19,T03,1,6,1,-22.90625,10.0,-22.90625,8.75,1.127046997395631e-10,0.999680757522583,6.0,1.0,2.6171994704782264e-07,0.0033810713794082403,1.43656207366985,1.3819918144611187
P19,T03,1,7,1,-21.1875,5.25,-21.1875,5.25,6.286163256596922e-10,0.9942360520362854,5.0,1.0,5.867623826816271e-07,0.03823238983750343,1.247787610619469,1.247787610619469
P19,T03,2,0,1,-18.75,10.875,-18.75,10.875,7.194131068644083e-09,0.9999072551727295,7.0,1.0,4.37907874584198e-06,0.0011461593676358461,1.58,1.58
P19,T03,2,1,1,-21.375,10.375,-21.375,9.375,5.211412412720051e-10,0.999677300453186,5.0,1.0,7.991915254024207e-07,0.0035761564504355192,1.4853801169590644,1.4385964912280702
P19,T03,2,2,0,-19.6875,-1.9999998807907104,-19.6875,-1.9999998807907104,2.8172624233491206e-09,0.11179859936237335,8.0,2.0,2.7191445042262785e-06,0.6958217024803162,0.8984127044677734,0.8984127044677734
P19,T03,2,3,1,-20.25,2.5,-20.25,2.5,1.605227839540646e-09,0.910855233669281,7.0,1.0,2.548146767367143e-06,0.36865848302841187,1.123456790123457,1.123456790123457
P19,T03,2,4,0,-21.3125,-4.75,-21.3125,-4.75,5.547519665860534e-10,0.008574242703616619,8.0,2.0,5.925876394030638e-07,0.053262729197740555,0.7771260997067448,0.7771260997067448
P19,T03,2,5,1,-21.875,10.25,-21.875,10.0,3.16088155649652e-10,0.9998027682304382,6.0,1.0,4.127130353026587e-07,0.002287455601617694,1.4685714285714286,1.457142857142857
P19,T03,2,6,1,-15.5625,14.4375,-15.5625,13.5,1.7429648835332046e-07,0.9999940395355225,7.0,1.0,0.00011384792742319405,8.969818736659363e-05,1.927710843373494,1.8674698795180722
P19,T03,2,7,1,-19.0625,6.625,-19.0625,5.5,5.2633382097155845e-09,0.9878973960876465,8.0,1.0,6.038156698195962e-06,0.08650767803192139,1.3475409836065573,1.2885245901639344
P19,T03,3,0,1,-22.15625,11.375,-22.15625,11.375,2.3859583753171876e-10,0.999946117401123,6.0,1.0,4.671652220622491e-07,0.0006929753581061959,1.5133991537376588,1.5133991537376588
P19,T03,3,1,1,-19.3125,10.875,-19.3125,10.5,4.0990930649797974e-09,0.9998775720596313,7.0,1.0,3.0237472401495324e-06,0.0014613578096032143,1.5631067961165048,1.5436893203883495
P19,T03,3,2,1,-18.5,5.125,-18.5,-1.5,9.23744813974281e-09,0.18180304765701294,7.0,2.0,4.955027179676108e-06,0.5023607015609741,1.277027027027027,0.918918918918919
P19,T03,3,3,1,-18.5,10.375,-18.5,7.375,9.23744813974281e-09,0.9991475343704224,7.0,1.0,4.625861947715748e-06,0.007820645347237587,1.5608108108108107,1.3986486486486487
P19,T03,3,4,0,-20.96875,1.3125,-20.96875,-12.3125,7.823255376848692e-10,4.4951348172617145e-06,9.0,3.0,2.5221963824151317e-06,0.00020625506294891238,1.0625931445603576,0.4128166915052161
P19,T03,3,5,1,-22.71875,18.9375,-22.71875,17.8125,1.359478224438604e-10,1.0,10.0,1.0,5.17907665198436e-07,1.0926003142230911e-06,1.8335625859697386,1.7840440165061897
P19,T03,3,6,1,-21.375,10.375,-21.375,9.375,5.211412412720051e-10,0.9996631145477295,7.0,1.0,3.285906586825149e-07,0.0036931112408638,1.4853801169590644,1.4385964912280702
P19,T03,3,7,1,-14.8125,9.25,-14.8125,7.5,3.6898029520671116e-07,0.998305082321167,10.0,1.0,0.0003020151052623987,0.01571420580148697,1.6244725738396624,1.5063291139240507
P19,T03,4,0,1,-22.1875,7.75,-22.1875,6.25,2.3125502901510941e-10,0.9949733018875122,5.0,1.0,2.0666220734710805e-07,0.040756259113550186,1.3492957746478873,1.2816901408450705
P19,T03,4,1,1,-20.5,9.625,-20.5,8.125,1.2501528701136522e-09,0.9993793964385986,6.0,1.0,1.102735609492811e-06,0.0062113674357533455,1.4695121951219512,1.396341463414634
P19,T03,4,2,0,-22.9375,-2.75,-22.9375,-2.75,1.0923714016675135e-10,0.05993649736046791,7.0,2.0,1.5272648568043223e-07,0.24754197895526886,0.8801089918256131,0.8801089918256131
P19,T03,4,3,0,-21.875,-10.75,-21.875,-10.75,3.16088155649652e-10,2.142274570360314e-05,7.0,9.0,4.941484803566709e-07,0.010092239826917648,0.5085714285714286,0.5085714285714286
P19,T03,4,4,1,-19.1875,7.0,-19.1875,6.25,4.644879592063944e-09,0.9933502078056335,6.0,1.0,6.615668553422438e-06,0.0524209588766098,1.3648208469055374,1.3257328990228012
P19,T03,4,5,1,-23.265625,11.625,-23.265625,11.0,7.868056206561391e-11,0.99993896484375,5.0,1.0,4.91807611524564e-07,0.0007767289644107223,1.4996642041638684,1.4728005372733377
