scope,metric,outcome,cell_count,spearman,permutation_p
P14,target_mean_source_target_gap_closure,conditional_tasr_percent,10,0.9393939393939394,0.0002099979000209998
within_pair_stratified,target_mean_source_target_gap_closure,conditional_tasr_percent,30,0.9463062963286338,9.99990000099999e-06
P16,target_mean_source_target_gap_closure,semantic_gap_gain,10,-0.11515151515151516,0.7586224137758623
P19,target_mean_source_target_gap_closure,semantic_gap_gain,10,-0.8181818181818182,0.005889941100588994
P14,target_mean_source_target_gap_closure,semantic_gap_gain,10,-0.3939393939393939,0.26351736482635174
within_pair_stratified,target_mean_source_target_gap_closure,semantic_gap_gain,30,-0.44242424242424244,0.02079979200207998
P16,closedset_boundary_crossings,tasr_percent,10,0.9969465577574307,1.999980000199998e-05
P19,closedset_boundary_crossings,tasr_percent,10,0.9938837346736189,1.999980000199998e-05
P14,closedset_boundary_crossings,tasr_percent,10,1.0,1.999980000199998e-05
within_pair_stratified,closedset_boundary_crossings,tasr_percent,30,0.9969486338708666,9.99990000099999e-06
P16,closedset_boundary_crossings,asr_percent,10,0.935424468636976,0.00012999870001299986
P19,closedset_boundary_crossings,asr_percent,10,0.911060090117484,0.0004699953000469995
P14,closedset_boundary_crossings,asr_percent,10,0.8875420937728943,0.0012499875001249989
within_pair_stratified,closedset_boundary_crossings,asr_percent,30,0.9112263873955356,9.99990000099999e-06
P16,closedset_boundary_crossings,conditional_tasr_percent,10,0.9969465577574307,1.999980000199998e-05
P19,closedset_boundary_crossings,conditional_tasr_percent,10,0.9938837346736189,1.999980000199998e-05
P14,closedset_boundary_crossings,conditional_tasr_percent,10,0.9878787878787879,2.999970000299997e-05
within_pair_stratified,closedset_boundary_crossings,conditional_tasr_percent,30,0.9928794557734346,9.99990000099999e-06
P16,closedset_boundary_crossings,semantic_gap_gain,10,0.10334394242561097,0.7772622273777262
P19,closedset_boundary_crossings,semantic_gap_gain,10,-0.8501886852920228,0.002839971600283997
P14,closedset_boundary_crossings,semantic_gap_gain,10,-0.40606060606060607,0.24694753052469476
