pair_id,transition_id,batch_index,image_index,generation_target_hit,clean_source_target_margin,adversarial_source_target_margin,clean_robust_margin,adversarial_robust_margin,clean_target_probability,adversarial_target_probability,clean_target_rank,adversarial_target_rank,clean_closedset_entropy,adversarial_closedset_entropy,source_target_gap_closure,robust_gap_closure
P14,T01,4,2,0,-11.25,-8.0,-11.25,-8.0,1.2991037692700047e-05,0.00033274039742536843,10.0,7.0,0.010983038693666458,0.05838310718536377,0.28888888888888886,0.28888888888888886
P14,T01,4,3,1,-10.5,0.0,-10.5,0.0,2.749787745415233e-05,0.48387980461120605,4.0,1.0,0.011548548936843872,0.8610397577285767,1.0,1.0
P14,T01,4,4,0,-11.375,-6.625,-11.375,-6.625,1.1466688192740548e-05,0.0013078018091619015,7.0,4.0,0.0090405298396945,0.09567250311374664,0.4175824175824176,0.4175824175824176
P14,T01,4,5,1,-9.75,7.625,-9.75,6.375,5.8042733144247904e-05,0.9965394735336304,7.0,1.0,0.031055638566613197,0.027043545618653297,1.7820512820512822,1.6538461538461537
P14,T01,4,6,0,-11.875,-5.5,-11.875,-5.5,6.957252935535507e-06,0.004011756274849176,7.0,3.0,0.006436314899474382,0.1187167689204216,0.5368421052631579,0.5368421052631579
P14,T01,4,7,1,-9.875,6.125,-9.875,5.625,5.13108134327922e-05,0.9916155934333801,5.0,1.0,0.019963042810559273,0.05940563976764679,1.620253164556962,1.5696202531645569
P14,T01,5,0,0,-10.375,-1.0,-10.375,-1.0,3.111713886028156e-05,0.14130336046218872,4.0,3.0,0.020247654989361763,1.7818926572799683,0.9036144578313253,0.9036144578313253
P14,T01,5,1,1,-11.375,2.375,-11.375,2.25,1.1463560440461151e-05,0.7942869067192078,7.0,1.0,0.010968510061502457,0.8131088018417358,1.2087912087912087,1.1978021978021978
P14,T01,5,2,1,-10.625,7.125,-10.625,5.5,2.4262240913230926e-05,0.9940669536590576,5.0,1.0,0.012986800633370876,0.04199368879199028,1.6705882352941177,1.5176470588235293
P14,T01,5,3,1,-10.5,2.0,-10.5,1.5,2.7487092665978707e-05,0.6673744320869446,5.0,1.0,0.014373050071299076,1.0573163032531738,1.1904761904761905,1.1428571428571428
P14,T01,5,4,0,-10.5,-11.125,-10.5,-11.125,2.7509453502716497e-05,1.4720505532750394e-05,5.0,10.0,0.008834508247673512,0.010805975645780563,-0.05952380952380952,-0.05952380952380952
P14,T01,5,5,0,-11.25,-4.25,-11.25,-4.25,1.2992905794817489e-05,0.013649153523147106,10.0,3.0,0.00985329132527113,0.2429208755493164,0.6222222222222222,0.6222222222222222
P14,T01,5,6,0,-11.0,-2.625,-11.0,-2.625,1.6686495655449107e-05,0.04161160811781883,5.0,6.0,0.008078415878117085,1.542397379875183,0.7613636363636364,0.7613636363636364
P14,T01,5,7,1,-9.5,6.5,-9.5,5.625,7.46173900552094e-05,0.99077308177948,5.0,1.0,0.023860478773713112,0.06446398049592972,1.6842105263157894,1.5921052631578947
P14,T01,6,0,1,-10.25,7.25,-10.25,5.625,3.523055784171447e-05,0.9939507246017456,5.0,1.0,0.02579394541680813,0.0436447449028492,1.7073170731707317,1.548780487804878
P14,T01,6,1,1,-10.125,3.125,-10.125,3.125,3.999141699750908e-05,0.9289707541465759,5.0,1.0,0.015212983824312687,0.34217530488967896,1.308641975308642,1.308641975308642
P14,T02,0,0,0,-13.125,-9.625,-13.125,-9.625,1.9936794615205145e-06,6.489339284598827e-05,7.0,9.0,0.0049792188219726086,0.09670168906450272,0.26666666666666666,0.26666666666666666
P14,T02,0,1,1,-12.375,3.875,-12.375,1.5,4.219789843773469e-06,0.6563892364501953,6.0,1.0,0.006618105340749025,1.2588231563568115,1.3131313131313131,1.121212121212121
P14,T02,0,2,0,-12.375,-9.125,-12.375,-9.125,4.220977643853985e-06,0.00010199369717156515,7.0,9.0,0.004327196162194014,0.2566881775856018,0.26262626262626265,0.26262626262626265
P14,T02,0,3,1,-12.125,5.125,-12.125,1.875,5.416310614236863e-06,0.7486006617546082,7.0,1.0,0.009443117305636406,0.9083381295204163,1.422680412371134,1.1546391752577319
P14,T02,0,4,0,-11.875,-9.625,-11.875,-9.625,6.952547209948534e-06,6.504156772280112e-05,5.0,7.0,0.011587648652493954,0.0859377384185791,0.18947368421052632,0.18947368421052632
P14,T02,0,5,0,-12.0,-10.75,-12.0,-10.75,6.1406594795698766e-06,2.136759940185584e-05,7.0,7.0,0.005583143327385187,0.027627738192677498,0.10416666666666667,0.10416666666666667
P14,T02,0,6,0,-12.125,-3.125,-12.125,-3.125,5.417684860731242e-06,0.03948872536420822,7.0,3.0,0.0076289186254143715,0.440515398979187,0.7422680412371134,0.7422680412371134
P14,T02,0,7,0,-11.75,-10.75,-11.75,-10.75,7.876623385527637e-06,2.1230202037259005e-05,7.0,7.0,0.013426113873720169,0.06112733110785484,0.0851063829787234,0.0851063829787234
P14,T02,1,0,0,-12.125,-9.25,-12.125,-9.25,5.4180404731596354e-06,9.559929458191618e-05,7.0,7.0,0.006986917462199926,0.039416778832674026,0.23711340206185566,0.23711340206185566
P14,T02,1,1,1,-12.25,0.3749999403953552,-12.25,0.3749999403953552,4.7811586227908265e-06,0.5213094353675842,7.0,1.0,0.007462667766958475,1.0445191860198975,1.030612240032274,1.030612240032274
P14,T02,1,2,0,-12.0,-8.625,-12.0,-8.625,6.135478088253876e-06,0.00017043999105226249,7.0,9.0,0.011830516159534454,0.24020157754421234,0.28125,0.28125
P14,T02,1,3,0,-13.25,-9.75,-13.25,-9.75,1.7595506278667017e-06,5.7361103245057166e-05,7.0,9.0,0.004189702682197094,0.09093739092350006,0.2641509433962264,0.2641509433962264
P14,T02,1,4,0,-12.5,-8.375,-12.5,-8.375,3.722894689417444e-06,0.00022894152789376676,7.0,4.0,0.008755919523537159,0.04910025745630264,0.33,0.33
P14,T02,1,5,0,-11.0,-3.25,-11.0,-3.75,1.6654899809509516e-05,0.005564368329942226,6.0,9.0,0.021869024261832237,1.8571418523788452,0.7045454545454546,0.6590909090909091
P14,T02,1,6,0,-12.125,-10.875,-12.125,-10.875,5.417553438746836e-06,1.883256481960416e-05,7.0,7.0,0.007774054072797298,0.03461328521370888,0.10309278350515463,0.10309278350515463
P14,T02,1,7,0,-12.625,-7.75,-12.625,-7.75,3.2871532766876044e-06,0.00041193485958501697,7.0,8.0,0.0046455143019557,0.20941005647182465,0.38613861386138615,0.38613861386138615
P14,T02,2,0,0,-11.875,-4.375,-11.875,-4.375,6.956259767321171e-06,0.0094625698402524,8.0,4.0,0.00799939502030611,0.8023238182067871,0.631578947368421,0.631578947368421
P14,T02,2,1,0,-12.125,-3.25,-12.125,-3.25,5.414990027929889e-06,0.03328535333275795,7.0,3.0,0.011269272305071354,0.5917403101921082,0.7319587628865979,0.7319587628865979
P14,T02,2,2,0,-12.25,-11.5,-12.25,-11.5,4.78144784210599e-06,1.0108283277077135e-05,7.0,6.0,0.006988309323787689,0.01681485027074814,0.061224489795918366,0.061224489795918366
P14,T02,2,3,0,-12.25,-9.625,-12.25,-9.625,4.780563358508516e-06,6.513990228995681e-05,7.0,9.0,0.008450856432318687,0.0867132842540741,0.21428571428571427,0.21428571428571427
P14,T02,2,4,0,-12.125,-8.5,-12.125,-8.5,5.4164743232831825e-06,0.00019782224262598902,7.0,9.0,0.009345929138362408,0.15728966891765594,0.29896907216494845,0.29896907216494845
P14,T02,2,5,1,-11.0,2.25,-11.0,1.125,1.663022158027161e-05,0.5664095878601074,7.0,1.0,0.031176486983895302,1.300390362739563,1.2045454545454546,1.1022727272727273
P14,T02,2,6,0,-12.5,-7.5,-12.5,-7.5,3.7228762721497333e-06,0.0005383382085710764,7.0,5.0,0.008653420023620129,0.1552615761756897,0.4,0.4
P14,T02,2,7,0,-12.5,-4.25,-12.5,-4.25,3.724177531694295e-06,0.013755783438682556,7.0,3.0,0.006097066681832075,0.1990351378917694,0.66,0.66
P14,T02,3,0,0,-12.0,-5.25,-12.0,-5.25,6.138939625088824e-06,0.0025865735951811075,6.0,9.0,0.007679198402911425,1.2551860809326172,0.5625,0.5625
P14,T02,3,1,0,-12.25,-8.875,-12.25,-8.875,4.780342351295985e-06,0.00012749044981319457,7.0,8.0,0.008537561632692814,0.31855252385139465,0.2755102040816326,0.2755102040816326
P14,T02,3,2,0,-11.75,-9.25,-11.75,-9.25,7.878852557041682e-06,9.476464038016275e-05,7.0,9.0,0.011407447047531605,0.08464676886796951,0.2127659574468085,0.2127659574468085
P14,T02,3,3,0,-11.875,-9.5,-11.875,-9.5,6.9566349338856526e-06,7.351475505856797e-05,7.0,7.0,0.00735502177849412,0.10625459253787994,0.2,0.2
P14,T02,3,4,0,-12.0,-8.875,-12.0,-8.875,6.1395344346237835e-06,0.0001373092964058742,7.0,8.0,0.007036825641989708,0.10533196479082108,0.2604166666666667,0.2604166666666667
P14,T02,3,5,0,-12.125,-8.875,-12.125,-8.875,5.414063707576133e-06,0.00013290884089656174,7.0,9.0,0.012491383589804173,0.22736293077468872,0.26804123711340205,0.26804123711340205
P14,T02,3,6,0,-12.625,-10.875,-12.625,-10.875,3.2874738735699793e-06,1.880183299363125e-05,7.0,8.0,0.003840424120426178,0.04344988241791725,0.13861386138613863,0.13861386138613863
P14,T02,3,7,0,-12.375,-10.375,-12.375,-10.375,4.220014488964807e-06,3.0952647648518905e-05,7.0,8.0,0.006189879961311817,0.05356154590845108,0.16161616161616163,0.16161616161616163
P14,T02,4,0,0,-12.75,-8.5,-12.75,-8.5,2.900976596720284e-06,0.00020010439038742334,7.0,8.0,0.004440896678715944,0.10515881329774857,0.3333333333333333,0.3333333333333333
P14,T02,4,1,0,-11.875,-8.875,-11.875,-8.875,6.95218614055193e-06,0.00013706115714740008,7.0,6.0,0.012182517908513546,0.11146765947341919,0.25263157894736843,0.25263157894736843
P14,T02,4,2,0,-11.625,-1.625,-11.625,-3.75,8.928299394028727e-06,0.010529696941375732,7.0,9.0,0.011108114384114742,1.5204334259033203,0.8602150537634409,0.6774193548387096
P14,T02,4,3,0,-12.0,-10.5,-12.0,-10.5,6.13883003097726e-06,2.739550473052077e-05,7.0,8.0,0.00795079953968525,0.03575178235769272,0.125,0.125
P14,T02,4,4,0,-12.0,-0.75,-12.0,-2.25,6.134882823971566e-06,0.05700431391596794,7.0,4.0,0.012597514316439629,1.6294317245483398,0.9375,0.8125
P14,T02,4,5,0,-12.625,-10.125,-12.625,-10.125,3.287121899120393e-06,3.98999618482776e-05,7.0,9.0,0.004784582648426294,0.032516319304704666,0.19801980198019803,0.19801980198019803
P14,T02,4,6,0,-13.0,-10.25,-13.0,-10.25,2.2595340851694345e-06,3.51613198290579e-05,9.0,7.0,0.0035261341836303473,0.03924194350838661,0.21153846153846154,0.21153846153846154
P14,T02,4,7,0,-11.875,1.875,-11.875,-0.5000000596046448,6.956001016078517e-06,0.29207921028137207,7.0,2.0,0.008108599111437798,1.4930299520492554,1.1578947368421053,0.9578947318227667
P14,T02,5,0,0,-12.875,-10.0,-12.875,-10.0,2.5604540496715344e-06,4.483339944272302e-05,7.0,10.0,0.0032904003746807575,0.08196629583835602,0.22330097087378642,0.22330097087378642
P14,T02,5,1,0,-12.0,-9.125,-12.0,-9.125,6.138115168141667e-06,0.00010687050234992057,7.0,10.0,0.008806496858596802,0.11795541644096375,0.23958333333333334,0.23958333333333334
P14,T02,5,2,0,-11.875,-3.5,-11.875,-3.5,6.9497377808147576e-06,0.025971021503210068,7.0,3.0,0.014500057324767113,0.5260889530181885,0.7052631578947368,0.7052631578947368
P14,T02,5,3,0,-12.75,-10.625,-12.75,-10.625,2.89972285827389e-06,2.4203591237892397e-05,8.0,9.0,0.007809121627360582,0.030502066016197205,0.16666666666666666,0.16666666666666666
P14,T02,5,4,0,-12.125,-3.25,-12.125,-3.25,5.413141025201185e-06,0.01651739329099655,8.0,9.0,0.013790763914585114,1.6250582933425903,0.7319587628865979,0.7319587628865979
P14,T02,5,5,1,-12.125,1.6250001192092896,-12.125,-0.125,5.418598902906524e-06,0.28319305181503296,7.0,2.0,0.006255039945244789,1.7523995637893677,1.1340206283883951,0.9896907216494846
P14,T02,5,6,0,-12.875,-10.625,-12.875,-10.625,2.5605438622733345e-06,2.4133280021487735e-05,7.0,7.0,0.002957354998216033,0.045947812497615814,0.17475728155339806,0.17475728155339806
P14,T02,5,7,0,-12.125,-9.875,-12.125,-9.875,5.415075520431856e-06,5.0653623475227505e-05,6.0,6.0,0.010934501886367798,0.08533437550067902,0.18556701030927836,0.18556701030927836
P14,T02,6,0,0,-11.375,-1.5,-11.375,-3.25,1.1447170436440501e-05,0.01871563494205475,8.0,7.0,0.021600602194666862,1.5523120164871216,0.8681318681318682,0.7142857142857143
P14,T02,6,1,0,-11.875,-3.75,-11.875,-3.875,6.954611308174208e-06,0.009473307989537716,7.0,9.0,0.009624704718589783,1.283426284790039,0.6842105263157895,0.6736842105263158
P14,T03,0,0,1,-13.0,3.25,-13.0,0.3749999403953552,2.2586343675357057e-06,0.4961916506290436,9.0,1.0,0.007022948004305363,1.3136874437332153,1.25,1.0288461492611811
P14,T03,0,1,1,-12.125,5.5,-12.125,1.125,5.418958608061075e-06,0.6869609355926514,8.0,1.0,0.005926614627242088,0.9585069417953491,1.4536082474226804,1.092783505154639
P14,T03,0,2,0,-12.0,1.25,-12.0,0.125,6.137666332506342e-06,0.268093466758728,8.0,1.0,0.009728333912789822,1.9814579486846924,1.1041666666666667,1.0104166666666667
P14,T03,0,3,1,-11.75,5.875,-11.75,1.75,7.882836143835448e-06,0.7670135498046875,8.0,1.0,0.007784498855471611,0.80899977684021,1.5,1.148936170212766
P14,T03,0,4,0,-12.25,1.375,-12.25,0.0,4.781668849318521e-06,0.34418028593063354,7.0,1.0,0.006818029098212719,1.6749374866485596,1.1122448979591837,1.0
P14,T03,0,5,0,-12.5,1.125,-12.5,-2.125,3.724142743521952e-06,0.08519244194030762,8.0,3.0,0.006434824783354998,1.035011649131775,1.09,0.83
P14,T03,0,6,0,-13.375,0.625,-13.375,-1.75,1.5527301684414851e-06,0.07499919086694717,8.0,4.0,0.004818173591047525,1.707327127456665,1.0467289719626167,0.8691588785046729
P14,T03,0,7,1,-12.125,6.0,-12.125,0.5,5.418275122792693e-06,0.5838845372200012,6.0,1.0,0.006995384581387043,0.9580399990081787,1.4948453608247423,1.041237113402062
P14,T03,1,0,1,-11.875,3.125,-11.875,0.25,6.956069682928501e-06,0.42037317156791687,9.0,1.0,0.008450222201645374,1.4227255582809448,1.263157894736842,1.0210526315789474
P14,T03,1,1,1,-13.125,5.0,-13.125,1.375,1.993883870454738e-06,0.707415759563446,8.0,1.0,0.004299824126064777,0.9295016527175903,1.380952380952381,1.1047619047619048
P14,T03,1,2,1,-12.375,8.125,-12.375,4.75,4.221422841510503e-06,0.9776950478553772,9.0,1.0,0.0035327624063938856,0.13829723000526428,1.6565656565656566,1.3838383838383839
P14,T03,1,3,0,-12.625,-1.875,-12.625,-2.125,3.287130084572709e-06,0.029269743710756302,8.0,8.0,0.004906345158815384,1.9841002225875854,0.8514851485148515,0.8316831683168316
P14,T03,1,4,0,-11.875,0.0,-11.875,0.0,6.954957370908232e-06,0.3971477150917053,8.0,1.0,0.009425248950719833,1.338110327720642,1.0,1.0
P14,T03,1,5,0,-12.125,-9.375,-12.125,-9.375,5.4199972510105e-06,8.365436224266887e-05,8.0,7.0,0.004259706474840641,0.09119212627410889,0.2268041237113402,0.2268041237113402
P14,T03,1,6,0,-13.0,0.625,-13.0,-1.7499998807907104,2.2594406345888274e-06,0.09054818004369736,8.0,3.0,0.003956747241318226,1.650045394897461,1.0480769230769231,0.8653846245545608
P14,T03,1,7,0,-13.3125,3.375,-13.3125,-0.125,1.6524535340067814e-06,0.37001582980155945,8.0,2.0,0.00685312831774354,1.4862399101257324,1.2535211267605635,0.9906103286384976
P14,T03,2,0,0,-12.5,1.125,-12.5,-2.0,3.725015858435654e-06,0.05094839632511139,8.0,5.0,0.004378961399197578,1.9043562412261963,1.09,0.84
P14,T03,2,1,1,-12.75,4.125,-12.75,-0.125,2.900204208344803e-06,0.4275820553302765,8.0,2.0,0.0069086248986423016,1.0970228910446167,1.3235294117647058,0.9901960784313726
P14,T03,2,2,0,-13.0,-8.875,-13.0,-8.875,2.25929579755757e-06,0.00013466343807522207,8.0,10.0,0.004573355428874493,0.22506792843341827,0.3173076923076923,0.3173076923076923
P14,T03,2,3,1,-12.125,1.375,-12.125,1.25,5.417336524260463e-06,0.5726686120033264,8.0,1.0,0.008186358027160168,1.3430378437042236,1.1134020618556701,1.1030927835051547
P14,T03,2,4,0,-12.375,0.375,-12.375,-1.75,4.220664777676575e-06,0.07342696189880371,7.0,4.0,0.00493322080001235,1.9313807487487793,1.0303030303030303,0.8585858585858586
P14,T03,2,5,0,-12.625,2.124999761581421,-12.625,-1.5,3.2871867006178945e-06,0.12982948124408722,7.0,2.0,0.004710622597485781,1.4914569854736328,1.1683168127985284,0.8811881188118812
P14,T03,2,6,0,-13.0,3.5,-13.0,-0.375,2.259339908050606e-06,0.3233333230018616,8.0,2.0,0.0043881554156541824,1.4433027505874634,1.2692307692307692,0.9711538461538461
P14,T03,2,7,1,-11.75,8.0,-11.75,4.5,7.879732038418297e-06,0.9784157872200012,7.0,1.0,0.01018486637622118,0.13171887397766113,1.6808510638297873,1.3829787234042554
P14,T03,3,0,1,-13.125,3.125,-13.125,0.5000000596046448,1.9940334823331796e-06,0.5351575016975403,8.0,1.0,0.003604650031775236,1.2414401769638062,1.2380952380952381,1.0380952426365444
P14,T03,3,1,1,-12.5,4.625,-12.5,1.625,3.725512442542822e-06,0.7255980968475342,8.0,1.0,0.0032305577769875526,1.0184762477874756,1.37,1.13
P14,T03,3,2,0,-12.75,0.125,-12.75,-3.5,2.900587787735276e-06,0.020668983459472656,7.0,5.0,0.0057420749217271805,1.1729414463043213,1.0098039215686274,0.7254901960784313
P14,T03,3,3,1,-12.5,0.4999999403953552,-12.5,0.4999999403953552,3.7251181765896035e-06,0.4701661169528961,7.0,1.0,0.004176773130893707,1.2318828105926514,1.0399999952316283,1.0399999952316283
P14,T03,3,4,1,-12.9375,1.375,-12.9375,-0.25,2.40330496126262e-06,0.33317190408706665,8.0,2.0,0.010087787173688412,1.3919748067855835,1.106280193236715,0.9806763285024155
P14,T03,3,5,1,-12.625,5.875,-12.625,2.125,3.2868958896870026e-06,0.8338086009025574,8.0,1.0,0.005551779177039862,0.6589030027389526,1.4653465346534653,1.1683168316831682
P14,T03,3,6,0,-9.625,2.5,-9.625,-4.5,6.45767358946614e-05,0.010863111354410648,6.0,2.0,0.11689775437116623,0.13876642286777496,1.2597402597402598,0.5324675324675324
P14,T03,3,7,0,-11.5,-4.0,-11.5,-4.0,1.0097171980305575e-05,0.005361628718674183,9.0,10.0,0.025796514004468918,1.7655702829360962,0.6521739130434783,0.6521739130434783
P14,T03,4,0,0,-12.0,5.0,-12.0,-0.75,6.140217465144815e-06,0.3065383732318878,8.0,2.0,0.006322365719825029,0.8278498649597168,1.4166666666666667,0.9375
P14,T03,4,1,1,-12.5,3.625,-12.5,0.25,3.724575208252645e-06,0.3479466438293457,8.0,1.0,0.005487549118697643,1.6851145029067993,1.29,1.02
P14,T03,4,2,1,-12.625,6.125,-12.625,1.25,3.287248546257615e-06,0.7358736395835876,8.0,1.0,0.004616383463144302,0.7599589824676514,1.4851485148514851,1.099009900990099
P14,T03,4,3,0,-13.125,-11.1875,-13.125,-11.1875,1.994370677493862e-06,1.3476304957293905e-05,8.0,10.0,0.002016198355704546,0.1377062201499939,0.14761904761904762,0.14761904761904762
P14,T03,4,4,0,-11.625,2.0,-11.625,-0.25,8.875142157194205e-06,0.27953004837036133,10.0,2.0,0.051249515265226364,1.7998195886611938,1.1720430107526882,0.978494623655914
P14,T03,4,5,0,-13.25,4.5,-13.25,-0.25,1.7590684819879243e-06,0.40225881338119507,8.0,2.0,0.006677885539829731,1.042690634727478,1.3396226415094339,0.9811320754716981
P14,T03,4,6,0,-13.25,5.25,-13.25,-0.375,1.7597268424651702e-06,0.39366135001182556,8.0,2.0,0.003581480123102665,0.861112117767334,1.3962264150943395,0.9716981132075472
P14,T03,4,7,0,-12.25,1.0,-12.25,-2.875,4.783481017511804e-06,0.037597429007291794,7.0,3.0,0.0035011558793485165,1.1484102010726929,1.0816326530612246,0.7653061224489796
P14,T03,5,0,0,-12.625,0.25,-12.625,-3.0,3.2876637305889744e-06,0.033130258321762085,7.0,3.0,0.0034428744111210108,1.1432969570159912,1.0198019801980198,0.7623762376237624
P14,T03,5,1,1,-12.75,8.625,-12.75,5.0,2.9001762413827237e-06,0.9833521246910095,8.0,1.0,0.006952621042728424,0.10682220011949539,1.6764705882352942,1.392156862745098
P14,T03,5,2,1,-12.875,6.25,-12.875,2.5,2.560589337008423e-06,0.8819412589073181,7.0,1.0,0.002881101332604885,0.48908475041389465,1.4854368932038835,1.1941747572815533
P14,T03,5,3,0,-12.375,-4.625,-12.375,-4.625,4.2187757571809925e-06,0.0042199790477752686,9.0,8.0,0.008968514390289783,1.3465865850448608,0.6262626262626263,0.6262626262626263
