pair_id,transition_id,arm,step,cls_rep_cosine,target_token_mean_abs,target_token_rms,target_token_l2_norm,target_token_max_abs,target_token_zero_fraction,target_token_finite,closedset_ce_mean_abs,closedset_ce_rms,closedset_ce_l2_norm,closedset_ce_max_abs,closedset_ce_zero_fraction,closedset_ce_finite,margin_mean_abs,margin_rms,margin_l2_norm,margin_max_abs,margin_zero_fraction,margin_finite,cls_total_mean_abs,cls_total_rms,cls_total_l2_norm,cls_total_max_abs,cls_total_zero_fraction,cls_total_finite,representation_mean_abs,representation_rms,representation_l2_norm,representation_max_abs,representation_zero_fraction,representation_finite
P16,T02,p16_diag_best_small_steps,0,-0.009426333010196686,0.004394895397126675,0.017644140869379044,19.3621768951416,2.413083076477051,0.0,True,0.004387981258332729,0.017539402469992638,19.24724006652832,2.3759021759033203,0.0,True,0.008797615766525269,0.03516162931919098,38.58536911010742,4.819359302520752,0.0,True,0.008796943351626396,0.03522949293255806,38.65983963012695,4.730493545532227,0.0,True,2.967406317111454e-06,6.706127805955475e-06,0.0073591130785644054,0.00041290969238616526,0.0,True
P16,T02,p16_diag_best_small_steps,10,-0.04887040704488754,0.007251870818436146,0.041425563395023346,45.459228515625,6.0437116622924805,0.0,True,0.007187051698565483,0.04077814519405365,44.7487678527832,5.893373012542725,0.0,True,0.01451300922781229,0.0824880450963974,90.52002716064453,11.97948932647705,0.0,True,0.014540497213602066,0.08268673717975616,90.7380599975586,11.974536895751953,0.0,True,4.227255203659297e-07,7.729190656391438e-07,0.0008481793338432908,3.206909968866967e-05,0.0,True
P16,T02,p16_diag_best_small_steps,20,-0.06079334393143654,0.004949522670358419,0.019336897879838943,21.219757080078125,3.154090166091919,0.0,True,0.0049341837875545025,0.019104203209280968,20.964406967163086,3.097233772277832,0.0,True,0.013033345341682434,0.045143406838178635,49.539085388183594,6.343404293060303,0.0,True,0.012984370812773705,0.04454343765974045,48.88069534301758,6.216918468475342,0.0,True,2.920420456575812e-07,5.233415549810161e-07,0.0005743000074289739,2.941037564596627e-05,0.0,True
P16,T02,p16_diag_best_small_steps,30,-0.08470537513494492,0.0010567217832431197,0.0027283281087875366,2.9939892292022705,0.22400450706481934,0.0,True,0.0010554676409810781,0.0027191615663468838,2.9839301109313965,0.21954190731048584,0.0,True,0.005045216530561447,0.015488604083657265,16.99675178527832,1.8747504949569702,0.0,True,0.005054067354649305,0.015565813519060612,17.081478118896484,1.898004174232483,0.0,True,2.0617537188627466e-07,3.7260795693327964e-07,0.0004088893183507025,1.8064925825456157e-05,0.0,True
P16,T02,p16_diag_best_small_steps,40,-0.0590628907084465,0.006984862964600325,0.032803911715745926,35.998077392578125,3.1012635231018066,0.0,True,0.006968547590076923,0.0328199528157711,36.01567840576172,3.1900887489318848,0.0,True,0.018141543492674828,0.07987400889396667,87.65145111083984,7.543560981750488,0.0,True,0.01809844560921192,0.07965405285358429,87.41008758544922,7.663132667541504,0.0,True,1.214537945770644e-07,2.4050109459494706e-07,0.00026391903520561755,1.4351061508932617e-05,0.0,True
P16,T02,p16_diag_best_small_steps,50,-0.0335518941283226,0.000164792436407879,0.0006610954296775162,0.7254672050476074,0.09623822569847107,0.0,True,0.00016405151109211147,0.0006532456609420478,0.716853141784668,0.09398271143436432,0.0,True,0.0005460052052512765,0.003375318367034197,3.7039780616760254,0.5707358121871948,0.0,True,0.0005475979996845126,0.00340293743647635,3.7342865467071533,0.5782012939453125,0.0,True,5.948523451593246e-08,1.2544900584998686e-07,0.00013766414485871792,5.7745655794860795e-06,0.0,True
P16,T02,p16_diag_best_small_steps,75,-0.020960766822099686,4.184075442026369e-05,0.00016330860671587288,0.17921020090579987,0.012263248674571514,0.0,True,4.177583468845114e-05,0.00016288376355078071,0.17874398827552795,0.012147028930485249,0.0,True,2.3572996724396944e-05,0.00010566700802883133,0.11595595628023148,0.007583240978419781,0.0,True,2.3656964913243428e-05,0.00010604773706290871,0.11637375503778458,0.007555987685918808,0.0,True,1.6063408381228328e-08,3.689753569346976e-08,4.049030030728318e-05,2.334086047994788e-06,0.0,True
P16,T02,p16_diag_best_small_steps,99,0.05577101185917854,8.133984010783024e-06,2.3903921828605235e-05,0.02623148076236248,0.004984814208000898,0.0,True,8.095340490399394e-06,2.3618033083039336e-05,0.02591775543987751,0.0048317983746528625,0.0,True,2.9921136501798173e-07,8.956109809332702e-07,0.0009828178444877267,0.00015647627878934145,0.0,True,2.990888958720461e-07,8.97921665909962e-07,0.000985353603027761,0.00015815295046195388,0.0,True,7.733922835484464e-09,1.5530147834397212e-08,1.7042340914485976e-05,1.0257355143039604e-06,0.0,True
P16,T02,p16_diag_best_standard,0,-0.010230734944343567,0.0043912786059081554,0.017580552026629448,19.292394638061523,2.387991189956665,0.0,True,0.004393372219055891,0.01758352667093277,19.2956600189209,2.4123189449310303,0.0,True,0.008783889003098011,0.035114798694849014,38.533973693847656,4.85502290725708,0.0,True,0.008786221966147423,0.0350487157702446,38.461456298828125,4.779607772827148,0.0,True,2.967302179968101e-06,6.706393378408393e-06,0.00735940458253026,0.00040796137182042,0.0,True
P16,T02,p16_diag_best_standard,10,0.07394613325595856,0.0027415775693953037,0.008894674479961395,9.760761260986328,1.1820751428604126,0.0,True,0.002742404816672206,0.008876925334334373,9.741283416748047,1.1718034744262695,0.0,True,0.00667613185942173,0.019567325711250305,21.472623825073242,2.3790435791015625,0.0,True,0.0066698589362204075,0.01952723041176796,21.428625106811523,2.3759257793426514,0.0,True,3.19054095143656e-07,6.039974209670618e-07,0.000662809528876096,5.0996444770134985e-05,0.0,True
P16,T02,p16_diag_best_standard,20,0.006742135621607304,0.0022311664652079344,0.008329354226589203,9.140395164489746,0.8892034292221069,0.0,True,0.0022235556971281767,0.008266993798315525,9.071962356567383,0.876704216003418,0.0,True,0.0058228569105267525,0.01826777681708336,20.04653549194336,1.7647262811660767,0.0,True,0.005837840959429741,0.018295088782906532,20.076507568359375,1.7552326917648315,0.0,True,1.9633819192677038e-07,3.8428655102507037e-07,0.0004217050736770034,1.9781205992330797e-05,0.0,True
P16,T02,p16_diag_best_standard,30,-0.025285139679908752,0.0001542311511002481,0.0006171901477500796,0.6772868633270264,0.16197878122329712,0.0,True,0.0001543601683806628,0.000615870812907815,0.6758390069007874,0.16044177114963531,0.0,True,0.0005699326284229755,0.002436939626932144,2.6742279529571533,0.5804840922355652,0.0,True,0.0005709444521926343,0.0024441422428935766,2.6821320056915283,0.584277868270874,0.0,True,6.982042322078996e-08,1.463356937847493e-07,0.00016058461915235966,9.061024684342556e-06,0.0,True
