metric,outcome,pair_count,spearman
global_cka,tasr_percent,9,0.49691892578510105
global_cka,mean_gap_closure,9,0.6245226097015943
global_cka_z_score,tasr_percent,9,0.3879701448994926
global_cka_z_score,mean_gap_closure,9,0.5499999999999999
mean_local_cka_normalized,tasr_percent,9,0.27386127875258304
mean_local_cka_normalized,mean_gap_closure,9,0.5333333333333332
