pair_id,pair_type,proxy_model,target_model,image_count,proxy_hits,proxy_denominator,proxy_rate_percent,eligible_batches,batch_count,target_hits,target_valid_denominator,target_valid_rate_percent,target_denominator_matches_cohort,tasr_percent,target_hits_among_proxy_hits,conditional_tasr_percent,untargeted_hits,asr_percent
P20,Intra-Family,Qwen/Qwen3.5-4B,Qwen/Qwen3.5-2B,50,48,50,96.0,5,7,42,50,100.0,True,84.0,41,85.41666666666667,45,90.0
