pair_id,prompt_id,lambda_cka,alpha,beta,status,proxy_hits,proxy_denominator,free_generation_hits,target_hits,target_denominator,tasr_percent,untargeted_hits,proxy_min_margin,proxy_min_probability,cka_adv_source,cka_adv_reference,reference_cka_gain,source_cka_drop,grad_ml_l1,grad_cka_weighted_l1,grad_component_cosine,elapsed_seconds,error
P22,original,10.0,4.0,0.5,complete,8,8,8,0,8,0.0,4,6.494204044342041,0.9977496266365051,0.47820010781288147,0.6374902129173279,0.2371625304222107,0.5217999219894409,0.0,0.0,0.0,1967.281761569,
P22,original,10.0,4.0,2.0,complete,8,8,8,0,8,0.0,4,4.808659076690674,0.9725537896156311,0.49007314443588257,0.6299283504486084,0.2296006679534912,0.5099268555641174,0.0,0.0,0.0,1966.5341290820215,
P22,original,3.0,4.0,0.5,complete,8,8,8,0,8,0.0,3,7.154891490936279,0.9992159605026245,0.47614479064941406,0.6375545263290405,0.23722684383392334,0.5238552093505859,0.0,0.0,0.0,1965.543594808987,
P22,original,3.0,4.0,2.0,complete,8,8,8,0,8,0.0,4,7.338165283203125,0.9993075132369995,0.4906328618526459,0.6314700841903687,0.23114240169525146,0.5093671083450317,0.0,0.0,0.0,1966.368556996982,
