pair_id,proxy_layer,target_layer,subset,image_count,true_cka,null_mean,null_std,z_score,empirical_p_value,null_exceedance_count,permutations_evaluated,exact_null
P20,projected,vision_final,class_8,5,0.9725045561790466,0.8142086037066805,0.06345136501905335,2.4947603952229023,0.016666666666666666,1,119,1
P20,projected,vision_final,classes_7_8,10,0.986193835735321,0.45233431163430216,0.08226613101267494,6.489420585717905,0.000999000999000999,0,1000,0
P20,projected,projected,global,50,0.9517692923545837,0.3600862669944763,0.018197043882027295,32.515337611758795,0.000999000999000999,0,1000,0
P20,projected,projected,class_7,5,0.9899157881736755,0.6445371102886039,0.16358740009882752,2.111279216348075,0.008333333333333333,0,119,1
P20,projected,projected,class_8,5,0.9816880226135254,0.8703462992395673,0.04491403915273766,2.478995999342701,0.016666666666666666,1,119,1
P20,projected,projected,classes_7_8,10,0.9877020120620728,0.43186129480600355,0.08391966998518523,6.623485499337576,0.000999000999000999,0,1000,0
P21,vision_mid,vision_mid,global,50,0.9776567816734314,0.33239762160182,0.01989262940921071,32.43709751979005,0.000999000999000999,0,1000,0
P21,vision_mid,vision_mid,class_7,5,0.9984723925590515,0.9053911351356185,0.033007929096163416,2.8199665950643364,0.008333333333333333,0,119,1
P21,vision_mid,vision_mid,class_8,5,0.9928795099258423,0.8768258891185793,0.03915404261691277,2.964026523205885,0.008333333333333333,0,119,1
P21,vision_mid,vision_mid,classes_7_8,10,0.9910135865211487,0.7147241072058678,0.0426993908838081,6.470571912070337,0.000999000999000999,0,1000,0
P21,vision_mid,vision_final,global,50,0.6285089254379272,0.3464680197536945,0.01934860783451162,14.576806150423057,0.000999000999000999,0,1000,0
P21,vision_mid,vision_final,class_7,5,0.9505072236061096,0.8525827181439439,0.05174318918753061,1.8925100481777828,0.025,2,119,1
P21,vision_mid,vision_final,class_8,5,0.8440967798233032,0.8572970839107737,0.048331217252221524,-0.2731216972786627,0.5416666666666666,64,119,1
P21,vision_mid,vision_final,classes_7_8,10,0.794294536113739,0.6041519977748394,0.055516684319769916,3.4249620752511043,0.002997002997002997,2,1000,0
P21,vision_mid,projected,global,50,0.6359638571739197,0.33674183905124666,0.019618087215107567,15.252354362674414,0.000999000999000999,0,1000,0
P21,vision_mid,projected,class_7,5,0.9359016418457031,0.8149244670106583,0.058791076209713265,2.0577472404741814,0.025,2,119,1
P21,vision_mid,projected,class_8,5,0.8326376676559448,0.8512866602224463,0.05019555420478507,-0.3715267788541251,0.6333333333333333,75,119,1
P21,vision_mid,projected,classes_7_8,10,0.7975547909736633,0.6034531952440738,0.05512848861411551,3.5208945612176694,0.001998001998001998,1,1000,0
P21,vision_final,vision_mid,global,50,0.6699219346046448,0.34380866241455077,0.019415923403376965,16.796176283502124,0.000999000999000999,0,1000,0
P21,vision_final,vision_mid,class_7,5,0.9442970752716064,0.8539041916863257,0.05346155367262116,1.6908016579318557,0.05,5,119,1
P21,vision_final,vision_mid,class_8,5,0.8484676480293274,0.8606366139500081,0.04662167590279112,-0.26101519700951387,0.625,74,119,1
P21,vision_final,vision_mid,classes_7_8,10,0.7879219055175781,0.601613491088152,0.05313996119964821,3.5059945514348536,0.001998001998001998,1,1000,0
P21,vision_final,vision_final,global,50,0.9217031002044678,0.3583508682549,0.01883654729517065,29.907404107652,0.000999000999000999,0,1000,0
P21,vision_final,vision_final,class_7,5,0.9840225577354431,0.8033836433867446,0.0863950129623589,2.0908488598456527,0.041666666666666664,4,119,1
P21,vision_final,vision_final,class_8,5,0.9692331552505493,0.8392512036972687,0.05061759596051039,2.5679202871405984,0.03333333333333333,3,119,1
P21,vision_final,vision_final,classes_7_8,10,0.9805678129196167,0.5065448753535747,0.07096673082813834,6.679509286034234,0.000999000999000999,0,1000,0
P21,vision_final,projected,global,50,0.9076240062713623,0.3481538744270802,0.01892938477657918,29.555642639611797,0.000999000999000999,0,1000,0
P21,vision_final,projected,class_7,5,0.9691822528839111,0.7678749591362577,0.09769067774385982,2.0606602226209474,0.025,2,119,1
P21,vision_final,projected,class_8,5,0.9538941383361816,0.8333934049646393,0.05252761630154008,2.29404533949905,0.03333333333333333,3,119,1
P21,vision_final,projected,classes_7_8,10,0.9702669382095337,0.5064066098928451,0.0717724552251952,6.4629296414796995,0.000999000999000999,0,1000,0
P21,projected,vision_mid,global,50,0.6924178004264832,0.3333800301849842,0.01943949041641621,18.469505246819622,0.000999000999000999,0,1000,0
P21,projected,vision_mid,class_7,5,0.924425482749939,0.8057711710449026,0.06549305310725041,1.8117083579953115,0.025,2,119,1
P21,projected,vision_mid,class_8,5,0.8432108163833618,0.8643696573602051,0.04521551789637645,-0.46795529413893866,0.6916666666666667,82,119,1
P21,projected,vision_mid,classes_7_8,10,0.7837137579917908,0.5980777161121369,0.05394063013965157,3.441488195429765,0.000999000999000999,0,1000,0
P21,projected,vision_final,global,50,0.8936738967895508,0.3477306212186813,0.018933039411674103,28.83547980332419,0.000999000999000999,0,1000,0
P21,projected,vision_final,class_7,5,0.9885408282279968,0.7578582588364097,0.10659985773890998,2.164004476972072,0.008333333333333333,0,119,1
P21,projected,vision_final,class_8,5,0.975141167640686,0.8428038669233563,0.05033016313690827,2.6293835042287745,0.016666666666666666,1,119,1
