scope,metric,outcome,cell_count,spearman,permutation_p
within_pair_stratified,target_class_cka,conditional_tasr_percent,30,-0.028368925371736346,0.8891511084889151
P16,target_class_cka,semantic_gap_gain,10,0.030303030303030304,0.946850531494685
P19,target_class_cka,semantic_gap_gain,10,0.21212121212121213,0.5614243857561424
P14,target_class_cka,semantic_gap_gain,10,-0.3696969696969697,0.2941370586294137
within_pair_stratified,target_class_cka,semantic_gap_gain,30,-0.04242424242424243,0.8371316286837132
P16,target_class_cka_normalized,tasr_percent,10,-0.11585581233062979,0.7530124698753012
P19,target_class_cka_normalized,tasr_percent,10,-0.10334394242561097,0.7777322226777732
P14,target_class_cka_normalized,tasr_percent,10,-0.006060606060606061,1.0
within_pair_stratified,target_class_cka_normalized,tasr_percent,30,-0.07497501705387463,0.7064029359706403
P16,target_class_cka_normalized,asr_percent,10,-0.12884405501936824,0.7303226967730323
P19,target_class_cka_normalized,asr_percent,10,-0.060790554368006455,0.8702212977870222
P14,target_class_cka_normalized,asr_percent,10,-0.060790554368006455,0.8719112808871912
within_pair_stratified,target_class_cka_normalized,asr_percent,30,-0.0833348825536109,0.6755332446675534
P16,target_class_cka_normalized,conditional_tasr_percent,10,-0.11585581233062979,0.7530124698753012
P19,target_class_cka_normalized,conditional_tasr_percent,10,-0.10334394242561097,0.7777322226777732
P14,target_class_cka_normalized,conditional_tasr_percent,10,-0.030303030303030304,0.945420545794542
within_pair_stratified,target_class_cka_normalized,conditional_tasr_percent,30,-0.08308042430294216,0.6749032509674904
P16,target_class_cka_normalized,semantic_gap_gain,10,0.01818181818181818,0.973560264397356
P19,target_class_cka_normalized,semantic_gap_gain,10,0.2727272727272727,0.44775552244477557
P14,target_class_cka_normalized,semantic_gap_gain,10,-0.296969696969697,0.4060359396406036
within_pair_stratified,target_class_cka_normalized,semantic_gap_gain,30,-0.00202020202020202,1.0
P16,transition_cka,tasr_percent,10,0.024390697332764166,0.9521704782952171
P19,transition_cka,tasr_percent,10,-0.6079055436800646,0.06730932690673093
P14,transition_cka,tasr_percent,10,-0.6121212121212121,0.06688933110668893
within_pair_stratified,transition_cka,tasr_percent,30,-0.39919130701657574,0.03691963080369196
P16,transition_cka,asr_percent,10,0.11657319263657127,0.7558124418755813
P19,transition_cka,asr_percent,10,-0.5349568784384569,0.11552884471155288
P14,transition_cka,asr_percent,10,-0.5227987675648555,0.12336876631233688
within_pair_stratified,transition_cka,asr_percent,30,-0.3150465072148705,0.1038789612103879
P16,transition_cka,conditional_tasr_percent,10,0.024390697332764166,0.9521704782952171
P19,transition_cka,conditional_tasr_percent,10,-0.6079055436800646,0.06730932690673093
P14,transition_cka,conditional_tasr_percent,10,-0.5393939393939394,0.11376886231137688
within_pair_stratified,transition_cka,conditional_tasr_percent,30,-0.3748750852693732,0.05084949150508495
P16,transition_cka,semantic_gap_gain,10,0.9151515151515152,0.00043999560004399956
P19,transition_cka,semantic_gap_gain,10,0.793939393939394,0.008319916800831991
P14,transition_cka,semantic_gap_gain,10,0.16363636363636364,0.6566334336656633
within_pair_stratified,transition_cka,semantic_gap_gain,30,0.6242424242424243,0.0005799942000579994
P16,transition_cka_normalized,tasr_percent,10,0.024390697332764166,0.9521704782952171
P19,transition_cka_normalized,tasr_percent,10,-0.6079055436800646,0.06730932690673093
P14,transition_cka_normalized,tasr_percent,10,-0.6121212121212121,0.06688933110668893
within_pair_stratified,transition_cka_normalized,tasr_percent,30,-0.39919130701657574,0.03691963080369196
P16,transition_cka_normalized,asr_percent,10,0.11657319263657127,0.7558124418755813
P19,transition_cka_normalized,asr_percent,10,-0.5349568784384569,0.11552884471155288
P14,transition_cka_normalized,asr_percent,10,-0.5227987675648555,0.12336876631233688
within_pair_stratified,transition_cka_normalized,asr_percent,30,-0.3150465072148705,0.1038789612103879
P16,transition_cka_normalized,conditional_tasr_percent,10,0.024390697332764166,0.9521704782952171
P19,transition_cka_normalized,conditional_tasr_percent,10,-0.6079055436800646,0.06730932690673093
P14,transition_cka_normalized,conditional_tasr_percent,10,-0.5393939393939394,0.11376886231137688
within_pair_stratified,transition_cka_normalized,conditional_tasr_percent,30,-0.3748750852693732,0.05084949150508495
P16,transition_cka_normalized,semantic_gap_gain,10,0.9151515151515152,0.00043999560004399956
P19,transition_cka_normalized,semantic_gap_gain,10,0.793939393939394,0.008319916800831991
P14,transition_cka_normalized,semantic_gap_gain,10,0.16363636363636364,0.6566334336656633
within_pair_stratified,transition_cka_normalized,semantic_gap_gain,30,0.6242424242424243,0.0005799942000579994
P16,transition_rsa,tasr_percent,10,0.0731720919982925,0.8440415595844042
P19,transition_rsa,tasr_percent,10,-0.5471149893120582,0.1057489425105749
P14,transition_rsa,tasr_percent,10,-0.6121212121212121,0.06769932300676994
within_pair_stratified,transition_rsa,tasr_percent,30,-0.3627169743957719,0.05994940050599494
P16,transition_rsa,asr_percent,10,0.11657319263657127,0.7544124558754413
P19,transition_rsa,asr_percent,10,-0.3829804925184407,0.27296727032729673
P14,transition_rsa,asr_percent,10,-0.5592731001856593,0.09864901350986491
within_pair_stratified,transition_rsa,asr_percent,30,-0.27642790310466053,0.15495845041549586
P16,transition_rsa,conditional_tasr_percent,10,0.0731720919982925,0.8440415595844042
P19,transition_rsa,conditional_tasr_percent,10,-0.5471149893120582,0.1057489425105749
P14,transition_rsa,conditional_tasr_percent,10,-0.5515151515151515,0.1069289307106929
within_pair_stratified,transition_rsa,conditional_tasr_percent,30,-0.34245345627310303,0.07645923540764592
P16,transition_rsa,semantic_gap_gain,10,0.793939393939394,0.00903990960090399
P19,transition_rsa,semantic_gap_gain,10,0.7454545454545455,0.016639833601663982
P14,transition_rsa,semantic_gap_gain,10,0.10303030303030303,0.7868521314786853
within_pair_stratified,transition_rsa,semantic_gap_gain,30,0.5474747474747474,0.003289967100328997
P16,perturbation_mean_abs,tasr_percent,10,0.6524511536514415,0.04561954380456196
P19,perturbation_mean_abs,tasr_percent,10,0.18237166310401937,0.6157338426615734
P14,perturbation_mean_abs,tasr_percent,10,0.04242424242424243,0.917370826291737
within_pair_stratified,perturbation_mean_abs,tasr_percent,30,0.29179466096643103,0.13386866131338687
P16,perturbation_mean_abs,asr_percent,10,0.7055745870108262,0.027349726502734973
P19,perturbation_mean_abs,asr_percent,10,0.2006088294144213,0.5765142348576514
P14,perturbation_mean_abs,asr_percent,10,0.17021355223041806,0.6370336296637034
within_pair_stratified,perturbation_mean_abs,asr_percent,30,0.3577302275472078,0.06512934870651294
P16,perturbation_mean_abs,conditional_tasr_percent,10,0.6524511536514415,0.04561954380456196
P19,perturbation_mean_abs,conditional_tasr_percent,10,0.18237166310401937,0.6157338426615734
P14,perturbation_mean_abs,conditional_tasr_percent,10,0.10303030303030303,0.7846721532784672
within_pair_stratified,perturbation_mean_abs,conditional_tasr_percent,30,0.31205817908909983,0.10859891401085989
P16,perturbation_mean_abs,semantic_gap_gain,10,-0.17575757575757575,0.6337036629633703
P19,perturbation_mean_abs,semantic_gap_gain,10,0.07878787878787878,0.8391616083839162
P14,perturbation_mean_abs,semantic_gap_gain,10,0.2606060606060606,0.4704952950470495
within_pair_stratified,perturbation_mean_abs,semantic_gap_gain,30,0.05454545454545454,0.7906520934790652
P16,perturbation_rms,tasr_percent,10,0.7073302226501609,0.026379736202637973
P19,perturbation_rms,tasr_percent,10,0.18237166310401937,0.6149038509614904
P14,perturbation_rms,tasr_percent,10,0.11515151515151516,0.7583424165758342
within_pair_stratified,perturbation_rms,tasr_percent,30,0.33434804902403553,0.08351916480835192
P16,perturbation_rms,asr_percent,10,0.7301163117764201,0.02030979690203098
P19,perturbation_rms,asr_percent,10,0.060790554368006455,0.8713412865871342
P14,perturbation_rms,asr_percent,10,0.23708316203522517,0.5055149448505515
within_pair_stratified,perturbation_rms,asr_percent,30,0.34146976265869833,0.07800921990780092
P16,perturbation_rms,conditional_tasr_percent,10,0.7073302226501609,0.026379736202637973
P19,perturbation_rms,conditional_tasr_percent,10,0.18237166310401937,0.6149038509614904
P14,perturbation_rms,conditional_tasr_percent,10,0.16363636363636364,0.6579334206657933
within_pair_stratified,perturbation_rms,conditional_tasr_percent,30,0.3505588635221706,0.06841931580684193
P16,perturbation_rms,semantic_gap_gain,10,-0.16363636363636364,0.6569234307656924
P19,perturbation_rms,semantic_gap_gain,10,0.05454545454545454,0.8901610983890161
P14,perturbation_rms,semantic_gap_gain,10,0.15151515151515152,0.6821131788682113
within_pair_stratified,perturbation_rms,semantic_gap_gain,30,0.014141414141414142,0.951080489195108
P16,perturbation_l2,tasr_percent,10,0.7073302226501609,0.026379736202637973
P19,perturbation_l2,tasr_percent,10,0.18237166310401937,0.6149038509614904
P14,perturbation_l2,tasr_percent,10,0.11515151515151516,0.7583424165758342
within_pair_stratified,perturbation_l2,tasr_percent,30,0.33434804902403553,0.08351916480835192
P16,perturbation_l2,asr_percent,10,0.7301163117764201,0.02030979690203098
P19,perturbation_l2,asr_percent,10,0.060790554368006455,0.8713412865871342
P14,perturbation_l2,asr_percent,10,0.23708316203522517,0.5055149448505515
within_pair_stratified,perturbation_l2,asr_percent,30,0.34146976265869833,0.07800921990780092
P16,perturbation_l2,conditional_tasr_percent,10,0.7073302226501609,0.026379736202637973
P19,perturbation_l2,conditional_tasr_percent,10,0.18237166310401937,0.6149038509614904
P14,perturbation_l2,conditional_tasr_percent,10,0.16363636363636364,0.6579334206657933
within_pair_stratified,perturbation_l2,conditional_tasr_percent,30,0.3505588635221706,0.06841931580684193
P16,perturbation_l2,semantic_gap_gain,10,-0.16363636363636364,0.6569234307656924
P19,perturbation_l2,semantic_gap_gain,10,0.05454545454545454,0.8901610983890161
P14,perturbation_l2,semantic_gap_gain,10,0.15151515151515152,0.6821131788682113
within_pair_stratified,perturbation_l2,semantic_gap_gain,30,0.014141414141414142,0.951080489195108
P16,perturbation_linf,tasr_percent,10,nan,nan
P19,perturbation_linf,tasr_percent,10,nan,nan
P14,perturbation_linf,tasr_percent,10,nan,nan
within_pair_stratified,perturbation_linf,tasr_percent,30,nan,nan
P16,perturbation_linf,asr_percent,10,nan,nan
P19,perturbation_linf,asr_percent,10,nan,nan
P14,perturbation_linf,asr_percent,10,nan,nan
within_pair_stratified,perturbation_linf,asr_percent,30,nan,nan
P16,perturbation_linf,conditional_tasr_percent,10,nan,nan
P19,perturbation_linf,conditional_tasr_percent,10,nan,nan
P14,perturbation_linf,conditional_tasr_percent,10,nan,nan
within_pair_stratified,perturbation_linf,conditional_tasr_percent,30,nan,nan
P16,perturbation_linf,semantic_gap_gain,10,nan,nan
P19,perturbation_linf,semantic_gap_gain,10,nan,nan
P14,perturbation_linf,semantic_gap_gain,10,nan,nan
within_pair_stratified,perturbation_linf,semantic_gap_gain,30,nan,nan
P16,perturbation_nonzero_fraction,tasr_percent,10,0.40244650599060877,0.25040749592504075
P19,perturbation_nonzero_fraction,tasr_percent,10,0.35258521533443743,0.3167168328316717
P14,perturbation_nonzero_fraction,tasr_percent,10,0.15151515151515152,0.6806231937680624
within_pair_stratified,perturbation_nonzero_fraction,tasr_percent,30,0.30192642002776543,0.12108878911210888
P16,perturbation_nonzero_fraction,asr_percent,10,0.5583242384172624,0.1003789962100379
P19,perturbation_nonzero_fraction,asr_percent,10,0.49848254581765294,0.14625853741462586
P14,perturbation_nonzero_fraction,asr_percent,10,0.2249250511616239,0.5266347336526634
within_pair_stratified,perturbation_nonzero_fraction,asr_percent,30,0.42683720332337294,0.025589744102558973
P16,perturbation_nonzero_fraction,conditional_tasr_percent,10,0.40244650599060877,0.25040749592504075
P19,perturbation_nonzero_fraction,conditional_tasr_percent,10,0.35258521533443743,0.3167168328316717
P14,perturbation_nonzero_fraction,conditional_tasr_percent,10,0.21212121212121213,0.5602643973560264
within_pair_stratified,perturbation_nonzero_fraction,conditional_tasr_percent,30,0.32218993815043423,0.0969890301096989
P16,perturbation_nonzero_fraction,semantic_gap_gain,10,0.22424242424242424,0.5358946410535894
P19,perturbation_nonzero_fraction,semantic_gap_gain,10,-0.09090909090909091,0.8118118818811811
P14,perturbation_nonzero_fraction,semantic_gap_gain,10,0.2727272727272727,0.4491055089449105
within_pair_stratified,perturbation_nonzero_fraction,semantic_gap_gain,30,0.13535353535353536,0.4975750242497575
P16,perturbation_saturation_fraction,tasr_percent,10,0.6890371996505877,0.03133968660313397
P19,perturbation_saturation_fraction,tasr_percent,10,0.2249250511616239,0.5274947250527495
P14,perturbation_saturation_fraction,tasr_percent,10,0.21212121212121213,0.5644543554564454
within_pair_stratified,perturbation_saturation_fraction,tasr_percent,30,0.3748750852693732,0.05015949840501595
P16,perturbation_saturation_fraction,asr_percent,10,0.6564911374796383,0.04495955040449596
P19,perturbation_saturation_fraction,asr_percent,10,0.12766016417281356,0.7259427405725942
P14,perturbation_saturation_fraction,asr_percent,10,0.20668788485122194,0.5662643373566264
within_pair_stratified,perturbation_saturation_fraction,asr_percent,30,0.3292744139923163,0.08908910910890891
P16,perturbation_saturation_fraction,conditional_tasr_percent,10,0.6890371996505877,0.03133968660313397
P19,perturbation_saturation_fraction,conditional_tasr_percent,10,0.2249250511616239,0.5274947250527495
P14,perturbation_saturation_fraction,conditional_tasr_percent,10,0.23636363636363636,0.5167748322516775
within_pair_stratified,perturbation_saturation_fraction,conditional_tasr_percent,30,0.3829804925184407,0.04539954600453996
P16,perturbation_saturation_fraction,semantic_gap_gain,10,-0.2727272727272727,0.44914550854491453
P19,perturbation_saturation_fraction,semantic_gap_gain,10,-0.09090909090909091,0.8120818791812082
P14,perturbation_saturation_fraction,semantic_gap_gain,10,0.030303030303030304,0.9451105488945111
within_pair_stratified,perturbation_saturation_fraction,semantic_gap_gain,30,-0.1111111111111111,0.5769242307576924
P16,perturbation_total_variation,tasr_percent,10,0.07926976633148354,0.8323616763832362
P19,perturbation_total_variation,tasr_percent,10,0.10942299786241162,0.7649823501764982
P14,perturbation_total_variation,tasr_percent,10,-0.16363636363636364,0.6559934400655993
within_pair_stratified,perturbation_total_variation,tasr_percent,30,0.008105407249067527,0.9725302746972531
P16,perturbation_total_variation,asr_percent,10,0.2147400916989471,0.5578844211557884
P19,perturbation_total_variation,asr_percent,10,0.21884599572482324,0.5414045859541404
P14,perturbation_total_variation,asr_percent,10,-0.060790554368006455,0.8706812931870681
within_pair_stratified,perturbation_total_variation,asr_percent,30,0.12398604477488451,0.5323746762532374
P16,perturbation_total_variation,conditional_tasr_percent,10,0.07926976633148354,0.8323616763832362
P19,perturbation_total_variation,conditional_tasr_percent,10,0.10942299786241162,0.7649823501764982
P14,perturbation_total_variation,conditional_tasr_percent,10,-0.1393939393939394,0.7064629353706463
within_pair_stratified,perturbation_total_variation,conditional_tasr_percent,30,0.016210814498135055,0.9386406135938641
P16,perturbation_total_variation,semantic_gap_gain,10,0.06666666666666667,0.8653513464865351
P19,perturbation_total_variation,semantic_gap_gain,10,0.15151515151515152,0.6800631993680063
P14,perturbation_total_variation,semantic_gap_gain,10,0.4909090909090909,0.15340846591534085
within_pair_stratified,perturbation_total_variation,semantic_gap_gain,30,0.23636363636363636,0.22877771222287777
P16,target_output_entropy_normalized,tasr_percent,10,0.7155996764271129,0.023429765702342977
P19,target_output_entropy_normalized,tasr_percent,10,-0.8024353176576852,0.007489925100748992
P14,target_output_entropy_normalized,tasr_percent,10,-0.5393939393939394,0.11374886251137489
within_pair_stratified,target_output_entropy_normalized,tasr_percent,30,-0.21095378083019847,0.27833721662783373
P16,target_output_entropy_normalized,asr_percent,10,0.8431128434425376,0.003619963800361996
P19,target_output_entropy_normalized,asr_percent,10,-0.6504589317376691,0.047389526104738955
P14,target_output_entropy_normalized,asr_percent,10,-0.24316221747202582,0.4989850101498985
within_pair_stratified,target_output_entropy_normalized,asr_percent,30,-0.020346143160518772,0.9222307776922231
P16,target_output_entropy_normalized,conditional_tasr_percent,10,0.7155996764271129,0.023429765702342977
P19,target_output_entropy_normalized,conditional_tasr_percent,10,-0.8024353176576852,0.007489925100748992
P14,target_output_entropy_normalized,conditional_tasr_percent,10,-0.47878787878787876,0.16707832921670784
within_pair_stratified,target_output_entropy_normalized,conditional_tasr_percent,30,-0.19066976344267939,0.3287667123328767
P16,target_output_entropy_normalized,semantic_gap_gain,10,0.2249250511616239,0.5286547134528655
P19,target_output_entropy_normalized,semantic_gap_gain,10,0.8303030303030303,0.004649953500464995
P14,target_output_entropy_normalized,semantic_gap_gain,10,0.5515151515151515,0.1056089439105609
within_pair_stratified,target_output_entropy_normalized,semantic_gap_gain,30,0.5358951172172227,0.003869961300386996
P16,target_output_distinct_labels,tasr_percent,10,0.5287458331379912,0.11737882621173788
P19,target_output_distinct_labels,tasr_percent,10,-0.33760551821423984,0.33311666883331165
P14,target_output_distinct_labels,tasr_percent,10,-0.16993235521110622,0.6377136228637713
within_pair_stratified,target_output_distinct_labels,tasr_percent,30,0.005243683487836271,0.980350196498035
P16,target_output_distinct_labels,asr_percent,10,0.7072359449069028,0.026099739002609975
P19,target_output_distinct_labels,asr_percent,10,-0.04376367828703109,0.9048309516904831
P14,target_output_distinct_labels,asr_percent,10,0.18938850476964256,0.5943040569594304
within_pair_stratified,target_output_distinct_labels,asr_percent,30,0.28192226831120654,0.14750852491475086
P16,target_output_distinct_labels,conditional_tasr_percent,10,0.5287458331379912,0.11737882621173788
P19,target_output_distinct_labels,conditional_tasr_percent,10,-0.33760551821423984,0.33311666883331165
P14,target_output_distinct_labels,conditional_tasr_percent,10,-0.1447571914761275,0.6907830921690783
within_pair_stratified,target_output_distinct_labels,conditional_tasr_percent,30,0.013633577068374305,0.9462105378946211
P16,target_output_distinct_labels,semantic_gap_gain,10,0.27063301015102104,0.4467155328446715
P19,target_output_distinct_labels,semantic_gap_gain,10,0.46747349500422863,0.17317826821731783
P14,target_output_distinct_labels,semantic_gap_gain,10,0.0755254912049361,0.8390316096839031
within_pair_stratified,target_output_distinct_labels,semantic_gap_gain,30,0.27184400822577587,0.16379836201637984
P16,proxy_mean_target_probability,tasr_percent,10,0.5183023183212385,0.12836871631283686
P19,proxy_mean_target_probability,tasr_percent,10,0.48929892405272674,0.15173848261517384
P14,proxy_mean_target_probability,tasr_percent,10,0.6242424242424243,0.06010939890601094
within_pair_stratified,proxy_mean_target_probability,tasr_percent,30,0.544162716979493,0.003089969100308997
P16,proxy_mean_target_probability,asr_percent,10,0.4233447522064957,0.22793772062279377
P19,proxy_mean_target_probability,asr_percent,10,0.44954338647344266,0.1912680873191268
P14,proxy_mean_target_probability,asr_percent,10,0.47416632407045034,0.16853831461685384
within_pair_stratified,proxy_mean_target_probability,asr_percent,30,0.44908722868323514,0.017369826301736984
P16,proxy_mean_target_probability,conditional_tasr_percent,10,0.5183023183212385,0.12836871631283686
P19,proxy_mean_target_probability,conditional_tasr_percent,10,0.48929892405272674,0.15173848261517384
P14,proxy_mean_target_probability,conditional_tasr_percent,10,0.5636363636363636,0.0962390376096239
within_pair_stratified,proxy_mean_target_probability,conditional_tasr_percent,30,0.5238581379877209,0.004649953500464995
P16,proxy_mean_target_probability,semantic_gap_gain,10,0.23636363636363636,0.5138848611513885
P19,proxy_mean_target_probability,semantic_gap_gain,10,-0.7622092916488803,0.013429865701342986
P14,proxy_mean_target_probability,semantic_gap_gain,10,-0.3696969696969697,0.29569704302956973
within_pair_stratified,proxy_mean_target_probability,semantic_gap_gain,30,-0.29757145989068157,0.12713872861271389
P16,proxy_min_target_margin_across_batches,tasr_percent,10,0.5045895154293745,0.13738862611373887
P19,proxy_min_target_margin_across_batches,tasr_percent,10,0.49848254581765294,0.14314856851431484
P14,proxy_min_target_margin_across_batches,tasr_percent,10,0.6121212121212121,0.06569934300656993
within_pair_stratified,proxy_min_target_margin_across_batches,tasr_percent,30,0.5385406616386317,0.0036099639003609966
P16,proxy_min_target_margin_across_batches,asr_percent,10,0.38770882581664134,0.26701732982670173
P19,proxy_min_target_margin_across_batches,asr_percent,10,0.5045616012544536,0.13803861961380387
P14,proxy_min_target_margin_across_batches,asr_percent,10,0.4498501023232478,0.19251807481925182
within_pair_stratified,proxy_min_target_margin_across_batches,asr_percent,30,0.447615149531413,0.017689823101768982
P16,proxy_min_target_margin_across_batches,conditional_tasr_percent,10,0.5045895154293745,0.13738862611373887
P19,proxy_min_target_margin_across_batches,conditional_tasr_percent,10,0.49848254581765294,0.14314856851431484
P14,proxy_min_target_margin_across_batches,conditional_tasr_percent,10,0.5636363636363636,0.0954390456095439
within_pair_stratified,proxy_min_target_margin_across_batches,conditional_tasr_percent,30,0.5223134477286164,0.004809951900480995
P16,proxy_min_target_margin_across_batches,semantic_gap_gain,10,0.12158110873601291,0.7390326096739033
P19,proxy_min_target_margin_across_batches,semantic_gap_gain,10,-0.7333333333333333,0.02062979370206298
P14,proxy_min_target_margin_across_batches,semantic_gap_gain,10,-0.6727272727272727,0.03810961890381096
within_pair_stratified,proxy_min_target_margin_across_batches,semantic_gap_gain,30,-0.4287160937737782,0.025369746302536973
P16,mean_effective_lambda,tasr_percent,10,-0.024390697332764166,0.9522904770952291
P19,mean_effective_lambda,tasr_percent,10,0.2735574946560291,0.44155558444415555
P14,mean_effective_lambda,tasr_percent,10,0.6242424242424243,0.06019939800601994
within_pair_stratified,mean_effective_lambda,tasr_percent,30,0.29179466096643103,0.13167868321316786
P16,mean_effective_lambda,asr_percent,10,-0.03067715595699244,0.9443605563944361
P19,mean_effective_lambda,asr_percent,10,0.2553203283456271,0.47431525684743153
P14,mean_effective_lambda,asr_percent,10,0.47416632407045034,0.16873831261687383
within_pair_stratified,mean_effective_lambda,asr_percent,30,0.23374418277232326,0.22926770732292678
P16,mean_effective_lambda,conditional_tasr_percent,10,-0.024390697332764166,0.9522904770952291
P19,mean_effective_lambda,conditional_tasr_percent,10,0.2735574946560291,0.44155558444415555
P14,mean_effective_lambda,conditional_tasr_percent,10,0.6,0.07374926250737493
within_pair_stratified,mean_effective_lambda,conditional_tasr_percent,30,0.2836892537173635,0.14237857621423786
P16,mean_effective_lambda,semantic_gap_gain,10,-0.793939393939394,0.008679913200867992
P19,mean_effective_lambda,semantic_gap_gain,10,-0.44242424242424244,0.2034379656203438
P14,mean_effective_lambda,semantic_gap_gain,10,-0.5878787878787879,0.08148918510814891
within_pair_stratified,mean_effective_lambda,semantic_gap_gain,30,-0.6080808080808081,0.000939990600093999
