pair_id,proxy_model,target_model,image_count,projected_global_cka,global_null_mean,global_cka_normalized,global_z_score,global_empirical_p,class_centroid_cka,class_centroid_cka_normalized,class_geometry_rsa,mean_proxy_class_dispersion,mean_target_class_dispersion,aggregate_tasr_percent,aggregate_asr_percent
P16,OpenGVLab/InternVL3_5-2B-HF,OpenGVLab/InternVL3_5-4B-HF,480,0.9328312277793884,0.04518620137125254,0.9296524910751439,301.68288219570945,0.000999000999000999,0.9886016845703125,0.9455482821720798,0.9709930946976985,0.0758693277835846,0.10455515384674072,26.2,31.8
P19,google/gemma-4-E2B-it,google/gemma-4-E4B-it,480,0.9911848306655884,0.06725113202631473,0.9905492575364238,329.7068140623484,0.000999000999000999,0.9979243874549866,0.9877920148393962,0.9897678502863592,0.1572489023208618,0.16500717401504517,75.6,83.0
P14,Qwen/Qwen3.5-2B,Qwen/Qwen3.5-4B,480,0.9514632821083069,0.04593051478266716,0.949126642614886,317.1474570278641,0.000999000999000999,0.9908242225646973,0.9427440549590245,0.9438540827143735,0.05396694540977478,0.043076491355895995,58.6,67.2
